"","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"(Intercept)",1.39269669562389,1.0139822644994,1.35517442344045,1.39271945717943,1.43109254126123,1.39276681036753,1.00000000000004
"pccycle_11",0.9633189444867,1.00184408525541,0.95983483304122,0.963320863787628,0.966801825871568,0.963324868841799,1
"pcwalk_11",0.994929936893007,1.00107991906283,0.992822549672955,0.994930331659412,0.997037672070023,0.994931215495442,1
"imd_15",1.00588593141202,1.00034146103973,1.00521178887972,1.00588596712592,1.00655971115864,1.00588606794813,1.00000000000003
"pcsmoke_12",1.0055197978879,1.00072177594207,1.00409638404785,1.00551978582988,1.00694399267139,1.005519823076,1
"excess_wt_12_14",1.00814193743201,1.00036974362252,1.00741065333489,1.0081418726928,1.00887344192757,1.00814177424115,1.00000000000005
"pc_pa_12",0.982224086948799,1.00035476380321,0.981540214017409,0.982224108470039,0.982907691254074,0.982224181209443,1.00000000000022
