la_code,p_cycle_25_74,p_walk_25_74,m_cycle_25_74,m_walk_25_74,f_cycle_25_74,f_walk_25_74
W06000012,1.359435741,9.225075072,2.125037188,4.619830847,0.432321153,14.8018528
W06000013,0.867045727,8.737990981,1.314322128,4.265572726,0.327001683,14.13801395
W06000014,1.882725553,7.280165398,3.121627231,4.02241594,0.486526946,10.95153443
W06000015,2.576422832,10.87822973,3.910663532,8.038878557,1.103774133,14.01212215
W06000016,0.455747333,9.42054982,0.786128866,4.386158254,0.063901476,15.39154177
W06000024,0.552876132,10.48111987,0.959546396,6.280667321,0.076618567,15.40033201
W06000018,0.636986776,8.744720626,1.086438578,4.641189364,0.098885635,13.65762751
W06000019,0.570025025,12.23004912,0.950764007,6.281833616,0.11226781,19.38150643
W06000020,0.960228173,9.012834733,1.640689089,5.724833001,0.158741114,12.88563738
W06000021,1.186579378,8.957797522,1.747593698,5.46324676,0.518599142,13.11863756
W06000022,1.374958895,8.576537323,2.3238037,5.144473322,0.27120754,12.56891339
