msoa_code,imd15_score
E02003187,25.75
E02003188,26.74
E02003189,16.19
E02003190,47.77
E02003191,10.59
E02003192,32.81
E02003194,5.45
E02003195,19.88
E02003196,3.22
E02003197,14.56
E02003198,15.90
E02003199,14.81
E02003200,26.12
E02003201,23.75
E02003202,15.17
E02003203,15.66
E02003204,16.96
E02003205,9.93
E02003206,10.56
E02003207,25.46
E02003208,21.69
E02003209,18.54
E02003210,7.09
E02003211,8.59
E02003212,10.69
E02003214,50.45
E02003215,10.47
E02003216,17.30
E02003217,25.97
E02003218,37.35
E02003219,8.14
E02003220,11.13
E02003221,29.85
E02003222,7.18
E02003223,16.47
E02003224,8.08
E02003225,9.56
E02003226,29.28
E02003227,45.82
E02003228,14.23
E02003229,10.60
E02003230,20.09
E02003231,39.00
E02003232,10.02
E02003233,24.77
E02003234,19.36
E02003235,7.81
E02003236,12.09
E02003237,10.78
E02003238,18.37
E02003239,12.25
E02003240,10.05
E02003241,20.76
E02003242,19.42
E02003243,47.78
E02003244,39.13
E02003245,46.87
E02003246,44.90
E02003247,36.73
E02003248,29.50
E02003249,34.42
E02003250,40.71
E02003251,10.22
E02003252,23.52
E02003253,27.96
E02003254,10.10
E02003255,21.30
E02003257,47.56
E02003258,9.72
E02003259,20.02
E02003260,45.46
E02003261,20.60
E02003262,31.80
E02003263,22.38
E02003264,10.20
E02003265,16.12
E02003266,33.31
E02003267,26.44
E02003268,26.31
E02003269,20.37
E02003270,20.45
E02003271,14.12
E02003272,35.99
E02003273,30.90
E02003274,40.84
E02003275,37.11
E02003276,34.25
E02003277,38.78
E02003278,31.50
E02003279,12.02
E02003280,24.52
E02003281,16.49
E02003282,20.28
E02003283,24.40
E02003284,27.47
E02003285,24.13
E02003286,6.05
E02003287,28.77
E02003288,44.02
E02003289,10.49
E02003290,19.84
E02003291,27.16
E02003292,47.87
E02003293,36.47
E02003294,10.38
E02003295,24.93
E02003296,10.63
E02003297,19.04
E02003298,18.07
E02003299,11.95
E02003300,14.42
E02003301,26.04
E02003302,30.37
E02003303,24.44
E02003304,20.70
E02003305,14.94
E02003307,28.40
E02003308,19.79
E02003309,12.19
E02003310,26.71
E02003311,23.28
E02003312,27.18
E02003313,38.23
E02003314,25.47
E02003315,12.28
E02003316,16.48
E02003317,16.17
E02003318,11.47
E02003319,28.67
E02003320,17.99
E02003321,30.43
E02003322,33.12
E02003323,30.84
E02003324,23.37
E02003325,42.61
E02003326,28.43
E02003327,25.12
E02003328,45.46
E02003329,28.15
E02003330,20.58
E02003331,26.41
E02003332,19.68
E02003333,49.71
E02003334,24.87
E02003335,44.65
E02003336,10.91
E02003337,17.28
E02003338,20.22
E02003339,12.86
E02003340,30.27
E02003341,10.32
E02003342,11.75
E02003343,5.01
E02003344,25.81
E02003345,7.64
E02003346,14.90
E02003347,10.79
E02003348,5.49
E02003349,10.18
E02003350,17.29
E02003351,14.32
E02003352,6.68
E02003353,5.21
E02003354,5.20
E02003355,17.47
E02003356,4.74
E02003357,16.71
E02003358,17.92
E02003359,10.93
E02003360,14.24
E02003361,13.92
E02003362,12.24
E02003363,4.05
E02003364,11.65
E02003365,6.32
E02003366,7.14
E02003367,11.85
E02003368,13.18
E02003369,6.34
E02003370,6.21
E02003371,4.26
E02003372,9.32
E02003373,7.61
E02003374,11.64
E02003375,11.19
E02003376,8.65
E02003377,9.99
E02003378,13.31
E02003379,14.29
E02003380,8.35
E02003381,7.50
E02003382,14.74
E02003383,5.31
E02003384,10.95
E02003385,16.38
E02003386,16.11
E02003387,5.93
E02003388,11.51
E02003389,6.02
E02003390,3.32
E02003391,6.70
E02003392,20.36
E02003393,8.48
E02003394,29.47
E02003395,23.08
E02003396,19.22
E02003397,22.78
E02003398,19.92
E02003399,25.66
E02003400,11.98
E02003401,20.95
E02003402,16.79
E02003403,21.51
E02003404,21.38
E02003405,35.23
E02003406,27.20
E02003407,32.77
E02003408,22.99
E02003409,19.64
E02003410,26.33
E02003411,24.44
E02003412,14.87
E02003413,26.31
E02003414,19.48
E02003415,30.39
E02003416,13.50
E02003417,19.53
E02003418,21.46
E02003419,20.61
E02003420,23.70
E02003421,6.86
E02003422,8.66
E02003423,14.74
E02003424,4.99
E02003425,14.28
E02003426,3.55
E02003427,12.35
E02003428,8.35
E02003429,7.87
E02003430,10.39
E02003431,15.31
E02003432,8.51
E02003433,7.82
E02003434,14.56
E02003435,5.59
E02003436,7.48
E02003437,6.03
E02003438,3.67
E02003439,5.37
E02003440,3.29
E02003441,3.88
E02003442,2.70
E02003443,13.05
E02003444,6.42
E02003445,5.28
E02003446,3.09
E02003447,7.93
E02003448,4.35
E02003449,4.45
E02003450,6.20
E02003451,11.45
E02003452,2.48
E02003453,3.03
E02003454,4.45
E02003455,7.35
E02003456,9.90
E02003457,2.93
E02003458,6.29
E02003459,5.68
E02003460,10.26
E02003461,10.05
E02003462,7.32
E02003463,14.86
E02003464,29.78
E02003465,9.13
E02003466,20.18
E02003467,26.02
E02003468,12.90
E02003469,10.83
E02003470,44.65
E02003471,21.00
E02003472,29.87
E02003473,8.55
E02003474,14.64
E02003475,10.20
E02003476,37.25
E02003477,12.00
E02003478,10.57
E02003479,26.24
E02003480,12.78
E02003481,50.88
E02003482,6.27
E02003483,9.97
E02003484,14.46
E02003485,21.52
E02003486,8.42
E02003487,18.06
E02003488,23.48
E02003489,13.51
E02003490,45.64
E02003491,14.85
E02003492,28.38
E02003493,8.72
E02003494,10.15
E02003495,19.97
E02003496,24.22
E02003497,7.13
E02003498,43.24
E02003499,40.32
E02003500,8.10
E02003501,11.17
E02003502,28.56
E02003503,24.44
E02003504,17.11
E02003505,19.18
E02003506,17.08
E02003507,20.31
E02003508,14.02
E02003509,24.83
E02003510,16.46
E02003511,19.55
E02003512,19.87
E02003513,20.53
E02003514,21.90
E02003515,60.22
E02003516,23.25
E02003517,31.60
E02003518,23.67
E02003519,29.68
E02003520,44.16
E02003521,33.16
E02003522,27.95
E02003523,10.88
E02003524,45.14
E02003525,41.89
E02003526,8.21
E02003527,23.46
E02003529,14.28
E02003530,22.65
E02003531,14.56
E02003532,25.03
E02003533,34.74
E02003534,19.73
E02003535,26.19
E02003536,60.27
E02003537,21.00
E02003538,34.61
E02003539,47.28
E02003540,21.61
E02003541,44.62
E02003542,17.23
E02003543,21.19
E02003544,20.60
E02003545,25.37
E02003546,17.75
E02003547,19.58
E02003548,21.03
E02003549,13.77
E02003550,20.40
E02003551,27.71
E02003552,35.68
E02003553,27.48
E02003554,13.70
E02003555,31.72
E02003556,19.08
E02003557,9.71
E02003558,32.34
E02003559,10.59
E02003560,47.62
E02003561,25.79
E02003562,17.44
E02003563,27.01
E02003564,27.68
E02003565,23.38
E02003566,28.39
E02003567,31.08
E02003568,17.55
E02003569,26.98
E02003570,45.31
E02003571,23.51
E02003572,20.99
E02003573,39.59
E02003574,19.44
E02003575,43.10
E02003576,29.80
E02003577,29.82
E02003578,19.25
E02003579,23.44
E02003580,48.76
E02003581,19.54
E02003582,12.25
E02003583,24.91
E02003584,36.45
E02003585,12.87
E02003586,22.34
E02003587,29.85
E02003588,31.20
E02003589,29.63
E02003590,10.46
E02003591,20.68
E02003592,21.29
E02003593,17.15
E02003594,29.22
E02003595,17.27
E02003596,29.43
E02003597,21.30
E02003598,28.36
E02003599,14.32
E02003600,13.50
E02003601,8.60
E02003602,12.45
E02003603,14.47
E02003604,11.79
E02003605,6.43
E02003606,8.80
E02003607,11.08
E02003608,9.12
E02003609,9.63
E02003610,4.63
E02003611,6.21
E02003612,7.25
E02003613,11.11
E02003614,4.99
E02003615,6.02
E02003616,9.77
E02003617,11.33
E02003618,9.94
E02003619,13.13
E02003620,12.84
E02003621,10.83
E02003622,26.14
E02003623,6.47
E02003624,15.68
E02003625,30.09
E02003626,12.92
E02003627,27.31
E02003628,31.10
E02003629,31.92
E02003630,33.93
E02003631,22.10
E02003632,18.96
E02003633,20.82
E02003634,15.71
E02003635,12.59
E02003636,8.65
E02003637,11.40
E02003638,10.12
E02003639,19.82
E02003640,9.08
E02003641,6.21
E02003642,34.09
E02003643,10.24
E02003644,22.45
E02003645,8.96
E02003646,19.29
E02003647,20.58
E02003648,26.78
E02003649,7.60
E02003650,12.91
E02003651,13.69
E02003652,8.23
E02003653,8.73
E02003654,7.45
E02003655,10.74
E02003656,8.15
E02003657,9.77
E02003658,8.41
E02003659,9.15
E02003660,7.61
E02003661,13.58
E02003662,13.56
E02003663,22.29
E02003664,24.04
E02003665,10.24
E02003666,22.53
E02003667,9.72
E02003668,3.87
E02003669,29.09
E02003670,9.95
E02003671,17.56
E02003672,5.90
E02003673,6.47
E02003674,6.43
E02003675,5.76
E02003676,8.36
E02003677,14.43
E02003678,6.67
E02003679,13.63
E02003680,4.22
E02003681,5.10
E02003682,4.96
E02003683,5.03
E02003685,3.14
E02003686,4.56
E02003687,5.02
E02003688,5.92
E02003689,5.95
E02003690,10.87
E02003691,7.20
E02003692,12.11
E02003693,9.08
E02003694,13.48
E02003695,11.26
E02003696,8.21
E02003697,6.45
E02003698,2.79
E02003699,8.12
E02003701,10.17
E02003702,10.09
E02003703,10.83
E02003704,3.21
E02003705,15.60
E02003706,13.88
E02003707,13.43
E02003708,24.77
E02003709,21.23
E02003710,10.93
E02003711,13.88
E02003712,15.42
E02003713,6.65
E02003714,8.15
E02003715,4.54
E02003716,5.16
E02003717,5.25
E02003718,7.63
E02003719,24.01
E02003720,19.20
E02003721,18.93
E02003722,9.52
E02003723,7.19
E02003724,25.93
E02003725,8.24
E02003726,11.36
E02003727,12.75
E02003728,11.83
E02003729,11.24
E02003730,13.16
E02003731,7.52
E02003732,18.65
E02003733,11.14
E02003734,11.60
E02003735,10.91
E02003736,9.96
E02003737,14.67
E02003738,12.28
E02003739,7.66
E02003740,11.00
E02003742,27.36
E02003743,39.31
E02003744,34.83
E02003745,30.33
E02003746,21.22
E02003747,19.22
E02003748,24.78
E02003749,18.00
E02003750,20.47
E02003751,14.59
E02003752,18.41
E02003753,12.83
E02003754,9.62
E02003755,17.73
E02003756,10.58
E02003757,10.33
E02003758,10.07
E02003759,5.13
E02003760,29.36
E02003761,12.26
E02003762,7.23
E02003763,9.95
E02003764,12.32
E02003765,10.60
E02003766,8.96
E02003767,11.16
E02003768,7.07
E02003769,8.36
E02003770,11.57
E02003771,13.27
E02003772,6.17
E02003773,15.07
E02003774,15.43
E02003775,7.02
E02003776,8.36
E02003777,4.59
E02003778,7.87
E02003779,8.07
E02003780,8.15
E02003781,9.72
E02003783,6.28
E02003784,5.99
E02003785,8.88
E02003786,5.47
E02003787,9.34
E02003788,4.88
E02003789,9.13
E02003790,8.67
E02003791,7.39
E02003792,8.80
E02003793,11.55
E02003794,14.98
E02003795,12.73
E02003796,18.71
E02003797,7.67
E02003798,42.09
E02003799,36.16
E02003800,4.56
E02003801,10.98
E02003802,25.33
E02003803,18.28
E02003804,14.18
E02003805,5.51
E02003806,6.37
E02003807,9.56
E02003808,31.00
E02003809,12.12
E02003810,12.34
E02003811,9.57
E02003812,4.19
E02003813,12.00
E02003814,14.46
E02003815,27.65
E02003816,18.53
E02003817,6.70
E02003818,5.02
E02003819,7.88
E02003820,8.24
E02003821,13.88
E02003822,11.84
E02003823,13.39
E02003824,6.32
E02003825,7.43
E02003826,35.58
E02003827,39.24
E02003828,34.49
E02003829,9.53
E02003830,33.82
E02003831,7.52
E02003832,29.18
E02003833,17.10
E02003834,29.21
E02003835,4.17
E02003836,16.03
E02003837,10.84
E02003838,8.02
E02003839,15.45
E02003840,13.31
E02003841,17.82
E02003842,7.20
E02003843,29.42
E02003844,9.20
E02003845,46.77
E02003846,36.50
E02003847,6.05
E02003848,31.68
E02003849,42.63
E02003850,16.18
E02003851,10.60
E02003852,5.91
E02003853,8.22
E02003854,6.51
E02003855,5.40
E02003856,20.76
E02003857,11.05
E02003858,5.20
E02003859,13.69
E02003860,2.55
E02003861,15.29
E02003862,5.90
E02003863,6.09
E02003864,6.32
E02003865,8.49
E02003866,4.18
E02003867,10.81
E02003868,19.85
E02003869,9.04
E02003870,16.10
E02003871,22.06
E02003872,10.55
E02003873,28.34
E02003874,12.68
E02003875,9.29
E02003876,14.52
E02003877,6.33
E02003878,12.13
E02003879,26.49
E02003880,19.26
E02003881,24.55
E02003882,26.49
E02003883,5.36
E02003884,8.62
E02003885,8.01
E02003886,30.19
E02003887,15.49
E02003888,31.59
E02003889,40.87
E02003890,26.25
E02003891,8.13
E02003892,19.09
E02003893,22.46
E02003894,20.51
E02003895,23.13
E02003896,35.26
E02003897,11.09
E02003898,19.68
E02003899,20.72
E02003900,16.84
E02003901,28.96
E02003902,22.41
E02003903,17.46
E02003904,21.84
E02003905,22.05
E02003906,21.94
E02003907,18.84
E02003908,18.90
E02003909,17.63
E02003910,17.66
E02003911,17.10
E02003912,17.85
E02003913,17.19
E02003914,24.61
E02003915,33.68
E02003916,14.30
E02003917,13.10
E02003918,22.62
E02003919,39.09
E02003920,20.91
E02003921,23.68
E02003922,31.39
E02003923,36.17
E02003924,37.27
E02003925,33.25
E02003926,22.05
E02003927,15.84
E02003928,17.35
E02003929,24.55
E02003930,20.45
E02003931,21.69
E02003932,24.86
E02003933,24.02
E02003934,26.91
E02003935,26.09
E02003936,22.77
E02003937,20.83
E02003938,23.75
E02003939,16.51
E02003940,22.66
E02003941,25.35
E02003942,33.37
E02003943,23.18
E02003944,27.57
E02003945,18.41
E02003946,24.16
E02003947,27.57
E02003948,37.21
E02003949,40.05
E02003950,25.77
E02003951,27.76
E02003952,22.81
E02003953,21.52
E02003954,29.35
E02003955,23.23
E02003956,31.15
E02003957,27.89
E02003958,27.86
E02003959,27.89
E02003960,18.13
E02003961,14.31
E02003962,23.00
E02003963,34.61
E02003964,20.25
E02003965,20.39
E02003966,16.67
E02003967,21.32
E02003968,21.71
E02003969,41.39
E02003970,12.21
E02003971,12.24
E02003972,21.83
E02003973,45.97
E02003974,27.97
E02003975,16.08
E02003976,10.61
E02003977,17.90
E02003978,19.71
E02003979,10.48
E02003980,52.34
E02003981,20.41
E02003982,19.80
E02003983,47.32
E02003984,64.47
E02003985,27.14
E02003986,34.23
E02003987,27.34
E02003988,18.70
E02003989,10.98
E02003990,8.92
E02003991,10.04
E02003992,23.50
E02003993,10.66
E02003994,29.39
E02003995,37.17
E02003996,26.55
E02003997,41.46
E02003998,34.51
E02003999,12.58
E02004000,27.33
E02004001,31.61
E02004002,16.34
E02004003,31.08
E02004004,39.54
E02004005,23.75
E02004006,12.97
E02004007,26.44
E02004008,17.14
E02004009,14.28
E02004010,19.38
E02004011,9.69
E02004012,15.61
E02004013,14.25
E02004014,19.91
E02004015,12.26
E02004016,10.67
E02004017,13.76
E02004018,19.32
E02004019,9.71
E02004020,7.25
E02004021,17.88
E02004022,13.89
E02004023,11.85
E02004024,8.47
E02004025,8.12
E02004026,19.55
E02004027,10.03
E02004028,10.46
E02004029,27.17
E02004030,12.03
E02004031,41.18
E02004032,12.24
E02004033,20.25
E02004034,11.92
E02004035,12.61
E02004036,23.39
E02004037,8.01
E02004038,17.76
E02004039,10.33
E02004040,17.80
E02004041,17.40
E02004043,13.87
E02004044,6.75
E02004045,15.41
E02004046,22.14
E02004047,35.51
E02004048,36.14
E02004049,19.60
E02004050,31.97
E02004051,32.55
E02004052,17.58
E02004053,24.41
E02004054,17.88
E02004055,24.72
E02004056,39.88
E02004057,28.11
E02004058,33.10
E02004059,18.78
E02004060,29.02
E02004061,27.51
E02004062,24.02
E02004063,12.03
E02004064,31.34
E02004065,5.61
E02004066,17.21
E02004067,46.47
E02004068,8.22
E02004069,6.87
E02004070,13.85
E02004071,10.77
E02004072,8.94
E02004073,19.78
E02004074,12.54
E02004075,13.27
E02004076,13.32
E02004077,13.35
E02004078,45.16
E02004080,30.88
E02004081,10.55
E02004082,8.79
E02004083,20.07
E02004084,30.68
E02004085,16.57
E02004086,11.75
E02004087,25.04
E02004088,7.35
E02004089,31.97
E02004090,12.90
E02004091,13.83
E02004092,17.93
E02004093,16.23
E02004094,30.53
E02004095,20.66
E02004096,6.37
E02004097,11.58
E02004098,18.50
E02004100,8.75
E02004102,19.46
E02004103,25.92
E02004104,9.39
E02004105,14.33
E02004106,8.66
E02004108,15.66
E02004109,8.17
E02004110,5.30
E02004111,19.18
E02004112,7.42
E02004113,35.70
E02004114,11.57
E02004115,15.81
E02004116,29.86
E02004117,20.86
E02004118,12.05
E02004119,5.88
E02004120,10.76
E02004121,7.42
E02004122,6.50
E02004123,8.71
E02004124,21.34
E02004125,21.15
E02004126,17.54
E02004128,15.22
E02004129,17.91
E02004130,18.62
E02004131,10.45
E02004132,10.98
E02004133,15.37
E02004134,14.16
E02004135,11.21
E02004136,8.27
E02004137,11.01
E02004138,13.27
E02004139,12.73
E02004140,6.43
E02004141,9.69
E02004142,8.69
E02004143,8.59
E02004144,8.40
E02004145,8.07
E02004146,17.46
E02004147,22.99
E02004148,17.70
E02004149,6.59
E02004150,24.30
E02004151,18.13
E02004152,18.25
E02004153,17.93
E02004154,14.30
E02004155,24.09
E02004156,32.16
E02004157,11.30
E02004158,22.37
E02004159,8.69
E02004160,15.66
E02004161,33.01
E02004162,13.92
E02004163,13.92
E02004164,18.95
E02004165,10.72
E02004166,13.20
E02004167,26.44
E02004168,28.63
E02004169,11.22
E02004170,15.04
E02004171,13.66
E02004172,21.56
E02004173,17.90
E02004174,14.51
E02004175,37.79
E02004176,21.07
E02004177,28.51
E02004178,10.94
E02004179,10.66
E02004180,16.59
E02004181,19.75
E02004182,36.73
E02004183,19.46
E02004184,23.12
E02004185,12.60
E02004186,14.44
E02004187,21.49
E02004188,22.30
E02004189,12.44
E02004190,17.38
E02004191,20.77
E02004192,13.26
E02004193,7.97
E02004194,16.28
E02004195,15.84
E02004196,12.74
E02004197,9.29
E02004198,17.37
E02004199,16.01
E02004200,12.49
E02004201,16.65
E02004202,11.47
E02004203,14.05
E02004204,12.68
E02004205,20.38
E02004206,21.37
E02004207,13.88
E02004208,10.03
E02004209,13.59
E02004210,31.52
E02004211,9.48
E02004212,13.66
E02004213,14.88
E02004214,27.77
E02004215,24.02
E02004216,17.80
E02004217,19.51
E02004218,14.79
E02004219,9.81
E02004220,23.38
E02004221,16.67
E02004222,29.05
E02004223,25.87
E02004224,20.29
E02004225,18.74
E02004226,21.24
E02004227,25.52
E02004228,24.45
E02004229,21.40
E02004230,18.44
E02004231,20.25
E02004232,20.25
E02004233,15.32
E02004234,14.99
E02004235,15.33
E02004236,10.23
E02004237,10.66
E02004238,9.21
E02004239,7.35
E02004240,28.98
E02004241,13.87
E02004242,7.49
E02004243,11.42
E02004244,6.51
E02004245,9.73
E02004246,9.35
E02004247,14.48
E02004248,9.52
E02004249,4.03
E02004250,17.81
E02004251,7.34
E02004252,12.34
E02004253,5.34
E02004254,5.44
E02004255,11.53
E02004256,11.02
E02004257,13.67
E02004258,14.72
E02004259,16.17
E02004260,13.10
E02004261,14.95
E02004262,16.30
E02004263,12.15
E02004264,12.56
E02004265,14.21
E02004266,15.08
E02004267,13.00
E02004268,14.77
E02004269,12.89
E02004270,11.93
E02004271,17.72
E02004272,13.64
E02004273,13.25
E02004274,17.92
E02004275,16.58
E02004276,18.16
E02004277,15.98
E02004278,9.30
E02004279,11.21
E02004280,13.66
E02004281,28.09
E02004282,7.83
E02004283,19.76
E02004284,39.31
E02004285,27.38
E02004286,17.18
E02004287,15.72
E02004288,38.80
E02004289,18.62
E02004290,11.13
E02004291,29.92
E02004292,12.55
E02004293,34.25
E02004294,7.31
E02004295,18.71
E02004296,23.73
E02004297,13.15
E02004298,14.81
E02004299,25.14
E02004300,32.76
E02004301,40.33
E02004302,35.23
E02004303,19.86
E02004304,24.78
E02004305,25.66
E02004306,14.68
E02004307,20.66
E02004308,7.36
E02004309,14.04
E02004310,24.78
E02004311,21.14
E02004312,9.15
E02004313,32.49
E02004314,11.86
E02004315,5.71
E02004316,24.34
E02004317,25.98
E02004318,19.16
E02004319,21.08
E02004320,15.35
E02004321,28.60
E02004322,47.52
E02004323,22.52
E02004324,32.12
E02004325,55.71
E02004326,39.47
E02004327,49.00
E02004328,34.19
E02004329,26.10
E02004330,38.00
E02004331,38.21
E02004332,27.90
E02004333,18.63
E02004334,27.03
E02004335,44.85
E02004336,34.47
E02004337,25.12
E02004338,30.05
E02004339,8.60
E02004340,43.08
E02004341,12.14
E02004342,46.64
E02004343,25.89
E02004344,25.65
E02004345,19.63
E02004346,17.33
E02004347,13.97
E02004348,16.96
E02004349,36.54
E02004350,21.14
E02004351,44.28
E02004352,38.62
E02004353,17.33
E02004354,27.50
E02004355,47.44
E02004356,29.49
E02004357,27.49
E02004358,25.70
E02004359,22.81
E02004361,12.60
E02004362,18.15
E02004363,17.30
E02004364,13.19
E02004365,40.17
E02004366,23.74
E02004367,11.10
E02004368,16.04
E02004369,14.77
E02004370,47.16
E02004371,30.18
E02004372,52.17
E02004373,24.92
E02004374,26.35
E02004375,34.73
E02004376,49.71
E02004377,23.83
E02004378,54.72
E02004379,11.35
E02004380,9.43
E02004381,16.40
E02004382,15.00
E02004383,9.30
E02004384,11.50
E02004385,17.10
E02004386,20.44
E02004387,28.54
E02004388,23.74
E02004389,9.20
E02004390,13.44
E02004391,17.85
E02004392,11.50
E02004393,19.74
E02004394,15.61
E02004395,23.45
E02004396,16.13
E02004397,14.62
E02004398,31.92
E02004399,20.24
E02004400,11.02
E02004401,11.35
E02004402,29.62
E02004403,9.45
E02004404,8.77
E02004405,4.65
E02004406,6.33
E02004407,7.05
E02004408,10.56
E02004409,12.07
E02004410,9.88
E02004411,11.28
E02004412,8.12
E02004413,11.23
E02004414,7.16
E02004415,12.16
E02004416,14.15
E02004417,12.30
E02004418,18.59
E02004419,28.59
E02004420,12.89
E02004421,13.66
E02004422,11.64
E02004423,8.70
E02004424,4.90
E02004425,9.13
E02004426,6.95
E02004427,7.55
E02004428,17.94
E02004429,12.95
E02004430,7.59
E02004431,14.91
E02004432,14.18
E02004433,22.22
E02004434,29.19
E02004435,29.62
E02004436,53.94
E02004437,28.02
E02004438,33.60
E02004439,45.32
E02004440,29.79
E02004441,37.11
E02004442,46.41
E02004443,19.24
E02004444,10.22
E02004445,32.15
E02004446,14.07
E02004447,14.72
E02004448,11.32
E02004449,22.36
E02004450,12.99
E02004451,10.48
E02004452,11.76
E02004453,27.71
E02004454,16.81
E02004455,7.15
E02004456,22.84
E02004457,18.07
E02004458,8.40
E02004459,8.30
E02004460,18.89
E02004461,25.16
E02004462,15.58
E02004463,12.38
E02004464,9.44
E02004465,9.11
E02004466,12.53
E02004467,15.80
E02004468,2.55
E02004469,7.94
E02004470,10.17
E02004471,16.17
E02004472,6.10
E02004473,11.20
E02004474,12.15
E02004475,9.75
E02004476,6.88
E02004477,7.05
E02004478,15.35
E02004479,11.02
E02004480,17.03
E02004481,22.63
E02004482,34.54
E02004483,19.17
E02004484,28.71
E02004485,13.83
E02004486,6.94
E02004487,19.45
E02004488,7.59
E02004489,10.36
E02004490,33.98
E02004491,5.39
E02004492,10.27
E02004493,17.48
E02004494,13.11
E02004495,12.20
E02004496,7.42
E02004497,7.93
E02004498,18.99
E02004499,6.35
E02004500,9.91
E02004501,13.65
E02004502,13.08
E02004503,7.00
E02004504,8.32
E02004505,18.00
E02004506,11.90
E02004507,14.86
E02004508,10.49
E02004509,12.17
E02004512,20.13
E02004513,35.03
E02004514,11.78
E02004515,11.50
E02004516,27.09
E02004517,12.04
E02004518,12.63
E02004519,8.94
E02004520,21.46
E02004521,24.36
E02004522,6.16
E02004523,26.93
E02004524,10.89
E02004525,13.33
E02004526,12.26
E02004527,14.42
E02004528,12.84
E02004529,18.75
E02004530,14.82
E02004531,13.31
E02004532,10.23
E02004533,23.68
E02004534,21.89
E02004535,25.72
E02004536,10.50
E02004537,23.13
E02004538,10.18
E02004539,17.77
E02004540,9.72
E02004541,8.84
E02004542,9.28
E02004543,16.60
E02004544,15.21
E02004545,28.25
E02004546,29.15
E02004547,25.93
E02004548,8.31
E02004549,25.34
E02004550,31.19
E02004551,26.36
E02004552,18.38
E02004553,28.52
E02004554,23.75
E02004555,11.73
E02004556,9.17
E02004557,15.84
E02004558,23.76
E02004559,11.88
E02004560,16.62
E02004561,13.20
E02004562,14.49
E02004563,11.09
E02004564,8.95
E02004565,6.32
E02004566,27.01
E02004567,5.16
E02004568,11.63
E02004569,16.73
E02004570,10.88
E02004571,6.56
E02004572,15.21
E02004573,39.92
E02004574,27.66
E02004575,15.43
E02004576,17.41
E02004577,14.56
E02004578,27.71
E02004579,21.81
E02004580,18.76
E02004581,12.50
E02004582,26.57
E02004583,20.85
E02004584,19.40
E02004585,28.63
E02004586,33.12
E02004587,47.31
E02004588,66.29
E02004589,33.51
E02004590,54.27
E02004591,6.80
E02004592,10.03
E02004593,8.81
E02004594,9.57
E02004595,7.50
E02004596,14.78
E02004597,11.02
E02004598,9.67
E02004599,9.33
E02004600,16.59
E02004601,4.88
E02004602,30.72
E02004603,24.93
E02004604,37.27
E02004605,34.15
E02004606,20.19
E02004607,13.14
E02004608,13.99
E02004609,7.31
E02004610,5.89
E02004611,4.64
E02004612,7.57
E02004613,3.29
E02004614,4.53
E02004615,9.47
E02004616,11.25
E02004617,10.81
E02004618,14.59
E02004619,10.97
E02004620,9.94
E02004621,14.87
E02004622,13.25
E02004623,7.91
E02004624,10.40
E02004625,10.58
E02004626,13.96
E02004627,15.69
E02004628,15.20
E02004629,22.40
E02004630,17.01
E02004631,15.38
E02004632,18.56
E02004633,15.87
E02004634,18.86
E02004635,12.35
E02004636,5.47
E02004637,27.34
E02004638,11.27
E02004639,40.60
E02004640,42.79
E02004641,8.74
E02004642,17.03
E02004643,40.18
E02004644,28.01
E02004645,6.58
E02004646,34.33
E02004647,23.10
E02004648,15.71
E02004649,9.35
E02004650,17.48
E02004651,11.52
E02004652,9.64
E02004653,10.16
E02004654,12.05
E02004655,14.53
E02004656,17.12
E02004657,7.56
E02004658,4.48
E02004659,9.39
E02004660,7.56
E02004661,11.61
E02004662,11.79
E02004663,9.41
E02004664,15.12
E02004665,6.41
E02004666,10.43
E02004667,19.00
E02004668,9.57
E02004669,10.05
E02004670,8.54
E02004671,14.77
E02004672,8.25
E02004673,18.37
E02004674,14.84
E02004675,8.71
E02004676,5.87
E02004677,10.76
E02004678,8.43
E02004679,7.39
E02004680,4.89
E02004681,21.20
E02004682,9.83
E02004683,17.39
E02004684,15.08
E02004685,15.30
E02004686,14.13
E02004687,21.95
E02004688,22.72
E02004689,5.85
E02004690,7.04
E02004691,8.41
E02004692,5.21
E02004693,17.99
E02004694,6.95
E02004695,4.73
E02004696,6.20
E02004697,5.38
E02004698,20.51
E02004699,4.37
E02004700,12.68
E02004702,11.37
E02004703,6.90
E02004704,11.12
E02004705,7.68
E02004706,9.22
E02004707,7.95
E02004708,11.69
E02004709,5.42
E02004710,8.31
E02004712,1.82
E02004713,5.79
E02004714,4.23
E02004715,11.96
E02004716,9.95
E02004717,20.92
E02004718,18.85
E02004719,4.35
E02004720,9.41
E02004721,5.55
E02004722,11.68
E02004723,6.35
E02004724,16.59
E02004725,15.33
E02004726,8.78
E02004727,4.99
E02004728,7.65
E02004729,15.92
E02004730,5.63
E02004731,4.31
E02004732,4.81
E02004733,9.09
E02004734,11.74
E02004735,5.29
E02004736,6.70
E02004737,20.04
E02004738,11.48
E02004739,7.45
E02004740,3.79
E02004741,21.28
E02004742,23.91
E02004743,12.02
E02004744,33.36
E02004745,23.66
E02004746,10.14
E02004747,21.00
E02004748,36.92
E02004749,7.07
E02004750,13.82
E02004751,6.48
E02004752,3.75
E02004753,6.20
E02004754,8.94
E02004755,3.82
E02004756,5.04
E02004757,1.88
E02004758,6.91
E02004759,3.20
E02004760,4.51
