msoa_code,imd15_score
E02001586,40.97
E02001587,48.38
E02001588,39.66
E02001589,13.12
E02001590,62.93
E02001591,50.20
E02001592,22.33
E02001593,56.78
E02001594,60.83
E02001595,15.82
E02001596,19.90
E02001597,42.27
E02001598,22.27
E02001599,11.74
E02001600,19.55
E02001601,18.56
E02001602,20.50
E02001603,31.90
E02001604,20.04
E02001605,19.14
E02001606,28.58
E02001607,24.08
E02001608,13.23
E02001609,15.18
E02001610,12.82
E02001611,21.71
E02001612,14.17
E02001613,22.39
E02001614,12.88
E02001615,9.94
E02001616,29.93
E02001617,47.31
E02001618,12.48
E02001619,52.92
E02001620,48.73
E02001621,51.49
E02001622,48.12
E02001623,59.73
E02001624,30.12
E02001625,50.67
E02001626,15.32
E02001627,28.69
E02001628,47.94
E02001629,48.81
E02001630,45.11
E02001631,18.39
E02001632,57.71
E02001633,10.28
E02001634,15.56
E02001635,27.26
E02001636,40.30
E02001637,58.32
E02001638,8.21
E02001639,8.24
E02001640,15.61
E02001642,25.65
E02001643,7.26
E02001646,11.19
E02001647,24.02
E02001648,6.71
E02001649,63.22
E02001650,30.96
E02001651,3.22
E02001652,29.98
E02001653,46.83
E02001654,23.50
E02001655,38.41
E02001656,7.18
E02001657,4.30
E02001658,58.92
E02001659,42.13
E02001660,16.63
E02001661,46.09
E02001662,25.81
E02001663,15.55
E02001664,23.26
E02001665,3.00
E02001666,27.06
E02001669,12.61
E02001670,53.54
E02001671,14.16
E02001672,17.98
E02001673,9.82
E02001674,12.96
E02001675,31.28
E02001676,6.73
E02001678,6.03
E02001679,36.56
E02001680,53.68
E02001681,9.33
E02001682,15.60
E02001683,12.51
E02001684,39.29
E02001685,29.93
E02001686,15.70
E02001688,36.30
E02001689,38.73
E02001690,19.36
E02001691,31.99
E02001692,46.79
E02001693,37.90
E02001694,18.54
E02001695,14.63
E02001696,31.93
E02001697,12.86
E02001698,7.63
E02001699,29.39
E02001700,17.11
E02001701,8.54
E02001702,45.61
E02001703,14.61
E02001704,31.10
E02001705,27.51
E02001706,31.09
E02001707,24.63
E02001708,15.51
E02001709,6.15
E02001710,36.72
E02001711,36.77
E02001712,8.25
E02001713,9.69
E02001714,6.61
E02001715,35.88
E02001718,42.06
E02001719,12.10
E02001720,5.52
E02001721,24.25
E02001722,31.48
E02001723,29.90
E02001724,9.15
E02001725,25.56
E02001726,29.93
E02001727,29.88
E02001728,28.67
E02001729,28.80
E02001730,21.64
E02001731,36.99
E02001732,44.15
E02001733,55.19
E02001734,47.52
E02001735,60.53
E02001736,54.77
E02001737,62.73
E02001738,4.52
E02001739,25.94
E02001740,3.98
E02001741,11.92
E02001742,7.55
E02001743,19.01
E02001744,18.60
E02001745,19.82
E02001746,15.42
E02001747,8.41
E02001748,21.50
E02001749,14.65
E02001750,9.50
E02001751,18.45
E02001752,30.72
E02001753,14.56
E02001754,9.11
E02001755,13.03
E02001756,27.92
E02001757,19.31
E02001758,19.30
E02001759,22.79
E02001760,45.99
E02001761,21.72
E02001762,14.15
E02001763,34.33
E02001764,47.40
E02001765,36.81
E02001766,33.01
E02001767,28.65
E02001768,32.40
E02001769,50.36
E02001770,17.82
E02001771,31.82
E02001772,26.29
E02001773,11.01
E02001774,40.91
E02001775,33.68
E02001776,30.10
E02001777,23.16
E02001778,34.30
E02001779,43.22
E02001780,33.70
E02001781,44.65
E02001782,33.05
E02001783,47.18
E02001784,32.76
E02001785,21.59
E02001786,36.22
E02001787,27.82
E02001788,27.94
E02001789,5.05
E02001790,14.01
E02001791,7.75
E02001792,11.46
E02001793,46.62
E02001794,46.65
E02001795,45.09
E02001796,22.49
E02001797,14.54
E02001798,33.58
E02001799,39.76
E02001800,23.57
E02001801,28.96
E02001802,50.14
E02001803,38.18
E02001804,31.99
E02001805,21.56
E02001806,60.89
E02001807,27.14
E02001808,19.21
E02001809,21.59
E02001810,21.06
E02001811,39.04
E02001812,10.51
E02001813,44.49
E02001814,28.22
E02001815,15.08
E02001816,36.75
E02001817,30.36
E02001818,25.42
E02001819,11.18
E02001820,26.07
E02001821,18.11
E02001822,23.31
E02001823,31.52
E02001824,28.10
E02001825,29.25
E02001826,42.59
E02001827,12.70
E02001828,11.48
E02001829,5.44
E02001830,8.43
E02001831,24.37
E02001832,9.51
E02001833,16.63
E02001834,36.90
E02001835,14.49
E02001836,11.13
E02001837,59.72
E02001838,8.46
E02001839,26.60
E02001840,53.29
E02001841,6.88
E02001842,20.22
E02001843,22.73
E02001844,21.51
E02001845,20.72
E02001846,42.30
E02001847,17.72
E02001848,47.39
E02001849,49.48
E02001850,26.04
E02001851,31.68
E02001852,39.76
E02001854,34.41
E02001855,50.61
E02001856,39.84
E02001857,50.56
E02001858,36.85
E02001859,42.79
E02001860,46.10
E02001861,51.27
E02001862,45.90
E02001863,59.45
E02001864,58.51
E02001865,48.88
E02001866,57.62
E02001867,61.00
E02001868,27.95
E02001869,61.28
E02001870,42.55
E02001871,48.39
E02001872,49.26
E02001873,52.11
E02001874,59.38
E02001875,56.40
E02001876,43.97
E02001877,59.47
E02001878,51.96
E02001879,48.92
E02001880,57.96
E02001881,57.68
E02001882,42.89
E02001883,52.46
E02001884,52.05
E02001886,32.60
E02001888,45.97
E02001889,49.01
E02001890,24.98
E02001892,51.50
E02001893,32.62
E02001895,49.62
E02001896,52.49
E02001897,71.05
E02001898,18.66
E02001899,12.94
E02001900,35.28
E02001901,15.21
E02001902,24.60
E02001903,60.81
E02001904,43.45
E02001905,15.07
E02001906,25.90
E02001907,25.09
E02001908,54.34
E02001909,60.75
E02001910,58.20
E02001911,48.42
E02001913,30.05
E02001914,33.48
E02001915,31.47
E02001916,42.67
E02001918,36.11
E02001919,31.59
E02001920,44.68
E02001921,40.19
E02001922,21.84
E02001923,32.93
E02001924,32.70
E02001925,20.10
E02001926,23.74
E02001927,43.53
E02001928,38.16
E02001929,50.01
E02001930,21.51
E02001931,22.36
E02001932,43.20
E02001933,34.42
E02001934,18.43
E02001935,25.89
E02001936,19.02
E02001937,44.37
E02001938,23.48
E02001939,33.45
E02001941,47.09
E02001942,29.17
E02001943,29.70
E02001944,25.63
E02001945,49.31
E02001946,21.86
E02001947,61.18
E02001948,25.73
E02001949,39.48
E02001950,24.70
E02001951,54.91
E02001952,51.99
E02001953,23.51
E02001954,57.34
E02001955,37.10
E02001956,26.99
E02001957,20.78
E02001958,31.24
E02001959,19.78
E02001961,49.64
E02001962,39.01
E02001963,19.71
E02001964,62.22
E02001965,18.79
E02001966,44.97
E02001967,13.40
E02001968,26.72
E02001969,37.40
E02001970,23.90
E02001971,14.98
E02001972,54.45
E02001973,36.82
E02001974,13.39
E02001975,16.99
E02001976,27.79
E02001977,39.90
E02001978,21.46
E02001979,9.61
E02001980,7.18
E02001981,49.19
E02001982,12.41
E02001983,17.36
E02001984,23.09
E02001985,32.66
E02001986,38.86
E02001987,22.15
E02001988,35.94
E02001989,17.52
E02001990,11.66
E02001991,11.83
E02001992,39.28
E02001993,33.45
E02001994,18.24
E02001995,26.89
E02001996,64.37
E02001997,9.09
E02001998,6.96
E02001999,11.10
E02002000,29.73
E02002001,24.25
E02002002,8.44
E02002003,20.84
E02002004,32.53
E02002005,46.50
E02002006,28.77
E02002007,18.19
E02002008,9.38
E02002009,45.42
E02002010,42.30
E02002011,9.57
E02002012,39.36
E02002013,9.47
E02002014,37.17
E02002015,18.03
E02002016,42.72
E02002017,32.44
E02002018,9.63
E02002019,32.46
E02002020,11.87
E02002021,40.13
E02002022,31.39
E02002023,14.16
E02002024,24.00
E02002025,23.11
E02002026,13.96
E02002027,5.94
E02002028,14.37
E02002029,11.44
E02002030,25.83
E02002031,23.62
E02002032,27.09
E02002033,14.59
E02002034,22.00
E02002035,8.67
E02002036,37.93
E02002037,15.76
E02002038,23.88
E02002039,12.23
E02002040,5.52
E02002041,12.84
E02002042,8.05
E02002043,33.78
E02002044,26.75
E02002045,30.19
E02002046,53.29
E02002047,37.40
E02002048,14.24
E02002049,33.43
E02002051,51.39
E02002052,40.02
E02002053,21.70
E02002054,20.28
E02002055,36.85
E02002056,49.00
E02002057,38.51
E02002058,31.27
E02002059,37.23
E02002060,43.92
E02002061,40.94
E02002062,49.04
E02002063,29.40
E02002064,28.48
E02002065,41.47
E02002066,39.61
E02002067,26.64
E02002068,48.47
E02002069,36.50
E02002070,45.02
E02002071,35.93
E02002072,26.50
E02002073,37.20
E02002074,32.24
E02002075,32.93
E02002076,22.76
E02002077,32.33
E02002078,16.31
E02002079,28.73
E02002080,33.32
E02002081,17.10
E02002082,46.23
E02002083,10.82
E02002084,44.25
E02002085,38.57
E02002086,52.35
E02002087,48.77
E02002088,48.82
E02002089,21.75
E02002090,14.30
E02002091,14.15
E02002092,22.52
E02002093,17.90
E02002094,5.24
E02002095,11.93
E02002096,9.26
E02002097,12.47
E02002098,12.07
E02002099,5.65
E02002101,15.32
E02002102,9.57
E02002103,8.12
E02002104,3.74
E02002105,4.94
E02002106,4.48
E02002107,4.30
E02002108,3.61
E02002109,4.77
E02002110,20.64
E02002111,33.57
E02002112,18.29
E02002113,23.60
E02002114,16.59
E02002115,34.46
E02002116,12.32
E02002117,27.81
E02002118,41.05
E02002119,21.03
E02002120,20.06
E02002121,47.50
E02002122,54.76
E02002123,27.36
E02002124,20.13
E02002125,26.04
E02002126,51.74
E02002127,51.62
E02002128,27.73
E02002129,21.50
E02002130,40.65
E02002131,8.41
E02002132,35.69
E02002133,33.75
E02002134,40.63
E02002135,43.30
E02002136,33.88
E02002137,4.10
E02002138,19.92
E02002139,47.23
E02002140,44.68
E02002141,6.77
E02002142,40.69
E02002143,42.29
E02002144,7.92
E02002145,40.57
E02002146,30.19
E02002147,39.31
E02002148,11.59
E02002149,28.81
E02002150,26.08
E02002151,34.59
E02002152,48.03
E02002153,30.87
E02002154,33.75
E02002155,52.94
E02002156,23.23
E02002157,14.39
E02002158,28.97
E02002159,47.11
E02002160,25.25
E02002161,40.59
E02002162,13.19
E02002163,42.83
E02002164,42.72
E02002165,37.04
E02002166,44.94
E02002167,15.47
E02002168,46.05
E02002169,12.50
E02002170,38.74
E02002171,39.21
E02002174,16.65
E02002175,54.56
E02002176,25.10
E02002177,45.71
E02002178,19.28
E02002179,11.52
E02002180,26.97
E02002181,43.09
E02002182,32.03
E02002183,6.02
E02002184,6.00
E02002185,5.63
E02002186,11.77
E02002187,4.99
E02002188,11.72
E02002189,33.09
E02002190,44.27
E02002191,47.15
E02002192,6.79
E02002193,48.02
E02002194,25.57
E02002195,9.56
E02002196,18.85
E02002197,19.21
E02002198,18.47
E02002199,11.72
E02002200,19.25
E02002201,22.27
E02002202,30.97
E02002203,37.04
E02002204,12.48
E02002205,16.20
E02002206,25.55
E02002207,30.98
E02002208,34.01
E02002209,57.48
E02002210,25.71
E02002211,31.84
E02002212,36.84
E02002213,17.75
E02002214,25.72
E02002215,42.61
E02002216,62.41
E02002217,49.50
E02002218,36.26
E02002219,48.73
E02002220,49.86
E02002221,57.17
E02002222,41.48
E02002223,53.71
E02002224,52.42
E02002225,25.24
E02002226,36.08
E02002227,59.67
E02002228,54.18
E02002229,26.25
E02002230,56.43
E02002231,34.49
E02002232,51.66
E02002233,53.81
E02002234,69.17
E02002235,47.08
E02002236,26.88
E02002237,32.32
E02002238,43.27
E02002239,32.70
E02002240,18.42
E02002241,36.86
E02002242,21.57
E02002243,33.47
E02002244,17.29
E02002245,48.30
E02002246,9.33
E02002247,16.19
E02002248,39.36
E02002249,45.57
E02002250,17.30
E02002251,38.60
E02002252,21.47
E02002253,36.78
E02002254,9.83
E02002255,59.27
E02002256,28.35
E02002257,44.90
E02002258,17.35
E02002259,18.38
E02002260,24.65
E02002261,21.88
E02002262,22.33
E02002263,24.01
E02002264,11.14
E02002265,21.16
E02002266,14.74
E02002267,20.33
E02002268,25.40
E02002269,13.94
E02002270,10.44
E02002271,12.84
E02002272,25.70
E02002273,17.54
E02002274,13.87
E02002275,23.78
E02002276,26.38
E02002277,25.51
E02002278,25.95
E02002279,29.79
E02002280,43.70
E02002281,28.24
E02002282,30.48
E02002283,32.01
E02002284,19.84
E02002285,14.06
E02002286,30.56
E02002287,39.43
E02002288,31.72
E02002289,47.46
E02002290,11.47
E02002291,17.73
E02002292,15.79
E02002293,45.29
E02002294,30.54
E02002295,42.63
E02002296,16.38
E02002297,14.41
E02002298,28.63
E02002299,53.74
E02002300,12.20
E02002301,35.93
E02002302,12.06
E02002303,20.64
E02002304,26.65
E02002305,38.12
E02002306,11.57
E02002307,25.30
E02002308,18.48
E02002309,34.93
E02002310,27.34
E02002311,23.38
E02002312,29.17
E02002313,42.59
E02002314,19.74
E02002315,28.00
E02002316,12.42
E02002317,35.38
E02002318,27.60
E02002319,17.81
E02002320,17.26
E02002321,9.35
E02002322,17.60
E02002323,10.47
E02002324,11.66
E02002325,14.00
E02002326,6.58
E02002327,10.43
E02002328,10.30
E02002329,10.78
E02002330,3.71
E02002331,17.74
E02002332,15.37
E02002333,10.67
E02002334,6.34
E02002335,6.86
E02002336,6.21
E02002337,6.01
E02002338,10.95
E02002339,26.54
E02002340,14.43
E02002341,3.95
E02002342,13.72
E02002343,8.52
E02002344,7.73
E02002345,5.53
E02002346,26.04
E02002347,35.31
E02002348,21.78
E02002349,11.82
E02002350,5.83
E02002351,7.30
E02002352,9.29
E02002353,10.49
E02002354,17.97
E02002356,8.38
E02002357,16.35
E02002358,23.11
E02002359,9.46
E02002360,17.30
E02002361,20.93
E02002362,39.29
E02002363,12.78
E02002364,54.01
E02002366,18.15
E02002367,49.61
E02002368,9.90
E02002369,50.32
E02002370,40.01
E02002371,44.08
E02002373,15.59
E02002374,24.27
E02002375,43.35
E02002376,54.34
E02002377,54.26
E02002379,59.99
E02002380,23.51
E02002381,24.71
E02002382,64.67
E02002383,21.62
E02002384,36.14
E02002385,33.30
E02002386,14.17
E02002387,48.15
E02002388,43.98
E02002389,54.12
E02002390,31.47
E02002391,18.73
E02002392,25.64
E02002393,60.64
E02002394,64.76
E02002395,15.76
E02002396,29.37
E02002397,26.04
E02002398,15.26
E02002399,43.58
E02002400,58.41
E02002401,59.44
E02002402,7.65
E02002403,12.73
E02002404,46.36
E02002405,18.43
E02002406,7.59
E02002407,54.36
E02002408,20.53
E02002409,33.48
E02002410,28.48
E02002411,51.04
E02002412,23.90
E02002414,57.27
E02002415,71.43
E02002416,17.52
E02002417,17.82
E02002418,15.22
E02002419,43.42
E02002420,27.75
E02002421,62.63
E02002422,12.36
E02002423,41.51
E02002424,17.80
E02002425,15.52
E02002426,14.79
E02002427,21.85
E02002428,30.01
E02002429,18.19
E02002430,57.15
E02002431,26.78
E02002432,18.12
E02002433,31.10
E02002434,18.40
E02002435,16.56
E02002436,25.04
E02002437,7.60
E02002438,46.08
E02002439,34.94
E02002440,39.51
E02002441,34.82
E02002442,16.80
E02002443,12.12
E02002444,17.52
E02002445,17.62
E02002446,11.81
E02002447,28.84
E02002448,41.50
E02002449,17.46
E02002450,18.87
E02002451,13.01
E02002452,38.86
E02002453,36.23
E02002454,37.15
E02002455,38.97
E02002456,24.73
E02002457,43.30
E02002458,15.99
E02002459,27.21
E02002460,12.99
E02002461,22.37
E02002462,17.03
E02002463,49.47
E02002464,37.15
E02002465,21.46
E02002466,17.60
E02002467,39.10
E02002468,14.10
E02002469,15.18
E02002470,5.74
E02002471,12.63
E02002472,11.36
E02002473,11.84
E02002474,26.49
E02002475,9.24
E02002476,52.50
E02002477,31.03
E02002478,28.95
E02002479,32.20
E02002480,34.43
E02002481,30.60
E02002482,42.14
E02002483,17.52
E02002484,49.97
E02002485,45.72
E02002487,49.35
E02002488,13.51
E02002489,45.61
E02002490,42.74
E02002491,37.96
E02002492,31.47
E02002493,12.93
E02002494,49.63
E02002496,58.72
E02002497,72.64
E02002498,62.57
E02002499,61.70
E02002500,38.21
E02002501,53.08
E02002502,61.36
E02002503,41.61
E02002504,20.42
E02002505,60.06
E02002506,60.90
E02002507,10.89
E02002508,13.02
E02002509,31.07
E02002510,11.94
E02002512,8.31
E02002513,41.61
E02002514,27.50
E02002515,42.05
E02002516,27.84
E02002517,33.48
E02002518,11.29
E02002519,40.70
E02002520,12.59
E02002521,22.29
E02002523,68.35
E02002524,26.05
E02002525,30.00
E02002526,25.40
E02002527,44.69
E02002529,27.77
E02002530,33.79
E02002532,34.15
E02002533,9.49
E02002534,7.01
E02002535,10.92
E02002536,24.54
E02002537,40.03
E02002538,25.71
E02002539,10.11
E02002540,9.27
E02002541,21.75
E02002542,42.07
E02002543,43.63
E02002544,43.10
E02002545,12.04
E02002546,45.92
E02002547,13.93
E02002548,57.78
E02002549,10.63
E02002550,19.62
E02002551,39.06
E02002552,27.47
E02002553,26.59
E02002554,40.34
E02002555,8.00
E02002556,7.61
E02002557,6.85
E02002558,7.78
E02002559,10.61
E02002560,13.91
E02002561,15.11
E02002562,37.04
E02002563,26.27
E02002564,26.35
E02002565,21.79
E02002566,45.53
E02002567,34.75
E02002568,7.91
E02002569,5.40
E02002570,38.05
E02002571,28.64
E02002572,37.72
E02002573,11.41
E02002574,9.17
E02002575,9.22
E02002576,27.71
E02002577,44.71
E02002578,28.50
E02002579,36.58
E02002580,55.96
E02002581,21.45
E02002582,9.39
E02002583,59.32
E02002584,26.78
E02002585,33.46
E02002586,53.68
E02002587,37.02
E02002588,46.70
E02002589,11.02
E02002590,9.53
E02002591,13.70
E02002592,22.08
E02002593,15.41
E02002594,24.23
E02002595,43.63
E02002596,15.28
E02002597,41.40
E02002598,7.64
E02002599,11.15
E02002600,32.07
E02002601,12.26
E02002602,43.87
E02002603,10.37
E02002604,8.30
E02002605,16.02
E02002606,35.17
E02002607,31.99
E02002608,9.84
E02002609,36.06
E02002610,6.63
E02002611,6.44
E02002612,10.12
E02002613,6.31
E02002614,4.23
E02002615,22.62
E02002616,18.36
E02002617,41.12
E02002618,32.88
E02002619,42.63
E02002620,52.59
E02002621,45.08
E02002622,57.83
E02002623,50.66
E02002624,9.96
E02002625,37.41
E02002626,36.32
E02002627,13.29
E02002628,32.82
E02002629,46.81
E02002630,37.16
E02002631,17.65
E02002632,9.21
E02002633,20.97
E02002634,29.37
E02002635,23.24
E02002636,28.49
E02002637,25.12
E02002638,68.16
E02002639,69.66
E02002640,71.35
E02002641,27.89
E02002642,78.09
E02002643,54.48
E02002644,25.77
E02002645,82.49
E02002646,45.24
E02002647,49.03
E02002648,39.81
E02002649,39.15
E02002650,23.31
E02002651,25.27
E02002652,33.67
E02002653,62.26
E02002654,71.86
E02002655,54.98
E02002656,17.76
E02002657,24.90
E02002658,18.26
E02002659,64.54
E02002660,45.40
E02002661,39.85
E02002662,35.53
E02002663,17.35
E02002664,11.51
E02002665,16.26
E02002666,37.66
E02002667,30.84
E02002668,66.70
E02002669,26.85
E02002670,31.66
E02002671,34.21
E02002672,60.83
E02002673,37.05
E02002674,21.09
E02002675,66.97
E02002676,34.09
E02002677,44.89
E02002678,38.82
E02002679,22.80
E02002680,61.04
E02002681,66.17
E02002682,53.87
E02002684,18.58
E02002685,17.36
E02002686,50.08
E02002687,41.89
E02002688,54.92
E02002689,21.36
E02002691,14.09
E02002692,7.00
E02002693,17.36
E02002694,10.02
E02002695,21.84
E02002696,8.80
E02002697,9.19
E02002698,9.39
E02002699,5.11
E02002700,29.35
E02002701,13.56
E02002702,11.27
E02002703,5.96
E02002704,15.60
E02002705,11.12
E02002706,13.03
E02002707,6.41
E02002708,11.07
E02002709,12.64
E02002710,7.00
E02002711,3.33
E02002712,12.45
E02002714,17.33
E02002715,3.72
E02002716,13.55
E02002717,15.90
E02002718,3.81
E02002719,10.55
E02002720,7.14
E02002721,17.89
E02002722,39.68
E02002723,22.37
E02002724,34.56
E02002725,11.54
E02002726,30.10
E02002727,77.35
E02002728,54.31
E02002729,27.70
E02002730,51.12
E02002731,58.38
E02002732,8.53
E02002733,26.90
E02002734,25.22
E02002735,35.25
E02002736,54.03
E02002737,23.58
E02002738,22.34
E02002739,29.22
E02002740,39.28
E02002741,23.49
E02002742,16.86
E02002743,27.31
E02002744,63.60
E02002745,11.74
E02002746,11.85
E02002747,7.33
E02002748,10.25
E02002749,20.46
E02002750,13.57
E02002751,17.53
E02002752,16.64
E02002753,15.95
E02002754,19.53
E02002755,31.81
E02002756,50.50
E02002757,13.79
E02002758,31.08
E02002759,17.99
E02002760,22.86
E02002761,13.37
E02002762,26.14
E02002763,37.99
E02002764,43.47
E02002765,28.23
E02002766,15.02
E02002767,7.77
E02002768,11.33
E02002769,9.18
E02002770,14.00
E02002771,11.11
E02002772,4.64
E02002773,5.78
E02002774,3.88
E02002775,16.29
E02002776,8.84
E02002777,7.84
E02002778,7.78
E02002779,10.63
E02002780,26.00
E02002781,17.36
E02002782,6.21
E02002783,11.97
E02002784,24.48
E02002785,6.32
E02002786,16.52
E02002787,18.04
E02002788,10.41
E02002789,29.23
E02002790,10.00
E02002791,3.94
E02002792,7.11
E02002793,12.78
E02002794,6.31
E02002795,3.96
E02002796,5.77
E02002797,4.98
E02002798,5.80
E02002799,29.57
E02002800,11.10
E02002801,22.04
E02002802,49.82
E02002803,30.13
E02002804,28.95
E02002805,7.61
E02002806,29.70
E02002807,24.59
E02002808,37.48
E02002809,24.95
E02002810,7.19
E02002811,55.77
E02002812,20.04
E02002813,61.93
E02002814,7.36
E02002815,44.04
E02002816,9.18
E02002817,12.87
E02002818,41.83
E02002819,28.64
E02002820,37.43
E02002821,53.03
E02002822,19.66
E02002823,31.73
E02002824,37.39
E02002825,17.21
E02002826,13.35
E02002827,29.69
E02002828,20.12
E02002829,50.82
E02002830,41.93
E02002831,27.48
E02002832,34.67
E02002833,29.83
E02002834,18.75
E02002835,20.78
E02002836,30.98
E02002837,46.48
E02002838,55.41
E02002839,24.26
E02002842,39.85
E02002843,34.70
E02002844,46.06
E02002845,35.82
E02002846,18.25
E02002847,25.46
E02002848,38.56
E02002849,32.04
E02002851,15.06
E02002852,64.30
E02002853,22.92
E02002854,45.01
E02002855,26.22
E02002856,14.71
E02002857,32.16
E02002858,7.71
E02002860,24.67
E02002861,59.94
E02002862,47.57
E02002863,12.11
E02002864,9.56
E02002865,6.46
E02002866,9.05
E02002867,11.14
E02002868,22.81
E02002869,58.23
E02002871,31.50
E02002872,50.68
E02002873,39.51
E02002874,32.37
E02002875,38.94
E02002876,34.03
E02002877,22.99
E02002878,67.18
E02002879,27.46
E02002880,53.39
E02002881,50.89
E02002882,30.40
E02002883,38.51
E02002884,42.01
E02002885,53.45
E02002886,29.09
E02002887,52.80
E02002888,56.08
E02002889,40.90
E02002890,46.99
E02002891,29.05
E02002892,43.25
E02002893,33.62
E02002894,10.73
E02002895,19.12
E02002896,45.35
E02002897,10.84
E02002898,22.23
E02002899,21.09
E02002901,19.81
E02002902,34.24
E02002903,38.82
E02002904,36.96
E02002905,19.67
E02002906,27.27
E02002907,27.71
E02002908,20.95
E02002909,21.68
E02002910,22.93
E02002911,17.15
E02002912,13.44
E02002913,15.44
E02002914,16.34
E02002915,11.61
E02002916,25.27
E02002917,16.00
E02002918,7.58
E02002919,23.82
E02002920,13.86
E02002921,39.70
E02002922,17.68
E02002923,14.23
E02002924,21.66
E02002925,20.63
E02002926,17.60
E02002927,18.55
E02002928,11.07
E02002929,11.87
E02002930,12.18
E02002931,8.38
E02002932,31.51
E02002933,13.66
E02002934,18.16
E02002935,22.28
E02002936,30.96
E02002937,14.48
E02002938,32.02
E02002939,23.88
E02002940,23.63
E02002941,27.82
E02002942,7.10
E02002943,17.70
E02002944,47.71
E02002945,27.58
E02002946,23.96
E02002947,38.25
E02002948,52.79
E02002949,27.87
E02002950,43.58
E02002951,23.71
E02002952,35.18
E02002953,40.06
E02002954,37.05
E02002955,46.72
E02002956,38.43
E02002957,12.30
E02002958,30.47
E02002959,51.29
E02002960,22.45
E02002961,48.28
E02002962,52.57
E02002963,43.93
E02002964,30.82
E02002965,48.93
E02002966,33.62
E02002967,59.79
E02002968,20.46
E02002969,34.67
E02002970,38.27
E02002971,32.81
E02002972,40.72
E02002973,27.55
E02002974,22.02
E02002975,14.34
E02002976,28.20
E02002977,35.15
E02002978,49.03
E02002979,43.25
E02002980,14.07
E02002981,34.60
E02002982,44.24
E02002983,11.34
E02002984,8.41
E02002985,15.66
E02002986,16.88
E02002987,6.15
E02002988,8.43
E02002989,11.97
E02002990,9.97
E02002991,15.89
E02002992,6.75
E02002993,16.14
E02002994,7.99
E02002995,39.21
E02002996,5.62
E02002997,9.09
E02002998,12.83
E02002999,19.27
E02003000,8.40
E02003001,5.34
E02003002,16.25
E02003003,14.96
E02003004,11.23
E02003005,6.77
E02003006,12.98
E02003007,10.06
E02003008,18.88
E02003009,8.34
E02003010,12.77
E02003011,11.08
E02003012,33.62
E02003013,39.15
E02003014,45.76
E02003015,24.24
E02003016,29.87
E02003017,10.88
E02003018,25.98
E02003019,26.75
E02003020,3.95
E02003021,13.04
E02003022,3.85
E02003023,22.10
E02003024,29.05
E02003025,36.23
E02003026,7.18
E02003027,10.33
E02003028,8.00
E02003029,37.75
E02003030,28.66
E02003031,13.95
E02003032,27.25
E02003033,10.66
E02003034,40.36
E02003036,23.12
E02003037,10.66
E02003038,26.03
E02003039,32.12
E02003040,29.83
E02003041,9.40
E02003043,22.59
E02003044,15.81
E02003045,15.43
E02003046,20.04
E02003047,16.95
E02003048,22.44
E02003049,23.48
E02003050,31.62
E02003051,25.56
E02003052,18.34
E02003053,18.85
E02003054,20.51
E02003055,48.99
E02003056,55.77
E02003057,21.19
E02003058,28.59
E02003059,29.97
E02003060,23.37
E02003061,43.38
E02003062,58.41
E02003063,12.58
E02003064,69.51
E02003065,9.18
E02003066,5.26
E02003067,6.79
E02003068,10.81
E02003069,6.01
E02003070,7.09
E02003071,15.82
E02003072,10.24
E02003073,4.22
E02003074,9.27
E02003075,6.38
E02003076,9.39
E02003077,10.34
E02003078,13.85
E02003079,11.84
E02003080,19.33
E02003081,12.62
E02003082,29.43
E02003084,47.59
E02003085,56.07
E02003086,25.29
E02003087,14.14
E02003088,7.10
E02003089,25.35
E02003090,7.34
E02003091,10.52
E02003092,8.77
E02003093,7.75
E02003094,11.72
E02003095,7.47
E02003096,15.07
E02003097,9.29
E02003098,4.61
E02003099,14.71
E02003100,19.08
E02003101,6.52
E02003102,6.50
E02003103,14.41
E02003104,10.67
E02003105,9.36
E02003106,9.04
E02003107,15.66
E02003108,12.03
E02003109,3.47
E02003110,2.50
E02003111,8.40
E02003112,18.71
E02003113,11.05
E02003114,14.69
E02003115,20.13
E02003116,23.27
E02003117,17.79
E02003118,11.27
E02003119,15.87
E02003120,9.69
E02003121,5.29
E02003122,11.10
E02003123,28.27
E02003124,32.11
E02003125,35.02
E02003126,22.37
E02003127,37.62
E02003128,33.46
E02003129,16.55
E02003130,37.04
E02003131,25.79
E02003132,20.89
E02003133,19.14
E02003134,43.73
E02003135,39.97
E02003136,11.23
E02003137,8.37
E02003138,10.71
E02003139,10.20
E02003140,10.46
E02003141,33.10
E02003142,35.18
E02003143,15.76
E02003144,22.99
E02003145,25.15
E02003146,23.39
E02003147,59.22
E02003148,40.62
E02003149,38.35
E02003150,48.11
E02003151,9.10
E02003152,14.03
E02003153,10.66
E02003154,38.57
E02003155,26.74
E02003156,16.56
E02003157,44.46
E02003158,27.32
E02003159,34.88
E02003161,60.48
E02003163,28.35
E02003164,16.92
E02003165,22.09
E02003166,34.91
E02003167,47.59
E02003168,18.13
E02003169,10.70
E02003170,23.96
E02003171,24.61
E02003172,26.79
E02003173,25.23
E02003174,12.76
E02003175,14.38
E02003176,41.47
E02003177,9.14
E02003178,20.83
E02003179,29.20
E02003180,17.71
E02003181,10.97
E02003182,9.47
E02003183,12.12
E02003184,17.77
E02003185,15.89
E02003186,27.65
