la_code,msoa_code
E06000009,E02002645
E06000009,E02002646
E06000009,E02002647
E06000009,E02002648
E06000009,E02002649
E06000009,E02002650
E06000009,E02002651
E06000049,E02003811
E06000049,E02003812
E06000049,E02003813
E06000049,E02003814
E06000049,E02003815
E06000049,E02003816
E06000049,E02003817
E06000049,E02003818
E06000049,E02003819
E06000049,E02003820
E06000049,E02003821
E06000049,E02003822
E06000049,E02003823
E06000049,E02003824
E06000049,E02003825
E06000049,E02003826
E06000049,E02003827
E06000049,E02003828
E06000049,E02003829
E06000049,E02003830
E06000049,E02003831
E06000049,E02003832
E06000049,E02003833
E06000049,E02003834
E06000049,E02003835
E06000049,E02003836
E06000049,E02003837
E06000049,E02003838
E06000049,E02003839
E06000049,E02003840
E06000049,E02003853
E06000049,E02003854
E06000049,E02003855
E06000049,E02003856
E06000049,E02003857
E06000049,E02003858
E06000049,E02003859
E06000049,E02003860
E06000049,E02003861
E06000049,E02003862
E06000049,E02003863
E06000049,E02003864
E06000049,E02003865
E06000049,E02003866
E06000049,E02003867
E06000049,E02003868
E06000049,E02003869
E06000049,E02003870
E06000049,E02003871
E06000049,E02003872
E06000049,E02003873
E06000050,E02003794
E06000050,E02003795
E06000050,E02003796
E06000050,E02003797
E06000050,E02003798
E06000050,E02003799
E06000050,E02003800
E06000050,E02003801
E06000050,E02003802
E06000050,E02003803
E06000050,E02003804
E06000050,E02003805
E06000050,E02003806
E06000050,E02003807
E06000050,E02003808
E06000050,E02003809
E06000050,E02003810
E06000050,E02003841
E06000050,E02003842
E06000050,E02003843
E06000050,E02003844
E06000050,E02003845
E06000050,E02003846
E06000050,E02003847
E06000050,E02003848
E06000050,E02003849
E06000050,E02003850
E06000050,E02003851
E06000050,E02003852
E06000050,E02003874
E06000050,E02003875
E06000050,E02003876
E06000050,E02003877
E06000050,E02003878
E06000050,E02003879
E06000050,E02003880
E06000050,E02003881
E06000050,E02003882
E06000050,E02003883
E06000050,E02003884
E06000050,E02003885
E06000050,E02003886
E06000050,E02003887
E06000050,E02003888
E06000050,E02003889
E06000050,E02003890
E06000050,E02003891
E07000026,E02003965
E07000026,E02003966
E07000026,E02003967
E07000026,E02003968
E07000026,E02003969
E07000026,E02003970
E07000026,E02003971
E07000026,E02003972
E07000026,E02003973
E07000026,E02003974
E07000026,E02003975
E07000026,E02003976
E07000027,E02003977
E07000027,E02003978
E07000027,E02003979
E07000027,E02003980
E07000027,E02003981
E07000027,E02003982
E07000027,E02003983
E07000027,E02003984
E07000027,E02003985
E07000027,E02003986
E07000028,E02003987
E07000028,E02003988
E07000028,E02003989
E07000028,E02003990
E07000028,E02003991
E07000028,E02003992
E07000028,E02003993
E07000028,E02003994
E07000028,E02003995
E07000028,E02003996
E07000028,E02003997
E07000028,E02003998
E07000028,E02003999
E07000029,E02004000
E07000029,E02004001
E07000029,E02004002
E07000029,E02004003
E07000029,E02004004
E07000029,E02004005
E07000029,E02004006
E07000029,E02004007
E07000030,E02004008
E07000030,E02004009
E07000030,E02004010
E07000030,E02004011
E07000030,E02004012
E07000030,E02004013
E07000030,E02004014
E07000031,E02004015
E07000031,E02004016
E07000031,E02004017
E07000031,E02004018
E07000031,E02004019
E07000031,E02004020
E07000031,E02004021
E07000031,E02004022
E07000031,E02004023
E07000031,E02004024
E07000031,E02004025
E07000031,E02004026
E07000031,E02004027
E07000031,E02004028
E07000117,E02005176
E07000117,E02005177
E07000117,E02005178
E07000117,E02005179
E07000117,E02005180
E07000117,E02005181
E07000117,E02005182
E07000117,E02005183
E07000117,E02005184
E07000117,E02005185
E07000117,E02005186
E07000117,E02006881
E07000118,E02005189
E07000118,E02005190
E07000118,E02005191
E07000118,E02005192
E07000118,E02005193
E07000118,E02005194
E07000118,E02005195
E07000118,E02005196
E07000118,E02005197
E07000118,E02005198
E07000118,E02005199
E07000118,E02005200
E07000118,E02005201
E07000118,E02005202
E07000119,E02005203
E07000119,E02005204
E07000119,E02005205
E07000119,E02005206
E07000119,E02005207
E07000119,E02005208
E07000119,E02005209
E07000119,E02005210
E07000119,E02005211
E07000120,E02005212
E07000120,E02005213
E07000120,E02005214
E07000120,E02005215
E07000120,E02005216
E07000120,E02005217
E07000120,E02005218
E07000120,E02005219
E07000120,E02005220
E07000121,E02005221
E07000121,E02005222
E07000121,E02005223
E07000121,E02005224
E07000121,E02005225
E07000121,E02005226
E07000121,E02005228
E07000121,E02005229
E07000121,E02005230
E07000121,E02005231
E07000121,E02005233
E07000121,E02005234
E07000121,E02005235
E07000121,E02005236
E07000121,E02005237
E07000121,E02005238
E07000121,E02005239
E07000121,E02006871
E07000122,E02005240
E07000122,E02005241
E07000122,E02005242
E07000122,E02005243
E07000122,E02005244
E07000122,E02005245
E07000122,E02005246
E07000122,E02005247
E07000122,E02005248
E07000122,E02005249
E07000122,E02005250
E07000122,E02005251
E07000122,E02005252
E07000123,E02005253
E07000123,E02005254
E07000123,E02005255
E07000123,E02005256
E07000123,E02005257
E07000123,E02005258
E07000123,E02005259
E07000123,E02005260
E07000123,E02005261
E07000123,E02005262
E07000123,E02005263
E07000123,E02005264
E07000123,E02005265
E07000123,E02005266
E07000123,E02005267
E07000123,E02005268
E07000123,E02005269
E07000124,E02005270
E07000124,E02005271
E07000124,E02005272
E07000124,E02005273
E07000124,E02005274
E07000124,E02005275
E07000124,E02005276
E07000124,E02005277
E07000125,E02005278
E07000125,E02005279
E07000125,E02005280
E07000125,E02005281
E07000125,E02005284
E07000125,E02005285
E07000125,E02005286
E07000125,E02006884
E07000126,E02005287
E07000126,E02005288
E07000126,E02005289
E07000126,E02005290
E07000126,E02005291
E07000126,E02005292
E07000126,E02005293
E07000126,E02005294
E07000126,E02005295
E07000126,E02005296
E07000126,E02005297
E07000126,E02005298
E07000126,E02005299
E07000126,E02005300
E07000126,E02005301
E07000126,E02005302
E07000126,E02005303
E07000127,E02005304
E07000127,E02005305
E07000127,E02005306
E07000127,E02005307
E07000127,E02005308
E07000127,E02005309
E07000127,E02005310
E07000127,E02005311
E07000127,E02005312
E07000127,E02005313
E07000127,E02005314
E07000127,E02005315
E07000127,E02005316
E07000127,E02005317
E07000127,E02005318
E07000128,E02005319
E07000128,E02005320
E07000128,E02005321
E07000128,E02005322
E07000128,E02005323
E07000128,E02005324
E07000128,E02005325
E07000128,E02005326
E07000128,E02005327
E07000128,E02005328
E07000128,E02005329
E07000128,E02005330
E07000128,E02005331
E07000128,E02005332
E08000001,E02000984
E08000001,E02000985
E08000001,E02000986
E08000001,E02000987
E08000001,E02000988
E08000001,E02000989
E08000001,E02000990
E08000001,E02000991
E08000001,E02000992
E08000001,E02000993
E08000001,E02000994
E08000001,E02000995
E08000001,E02000996
E08000001,E02000997
E08000001,E02000998
E08000001,E02000999
E08000001,E02001000
E08000001,E02001001
E08000001,E02001002
E08000001,E02001003
E08000001,E02001004
E08000001,E02001005
E08000001,E02001006
E08000001,E02001007
E08000001,E02001008
E08000001,E02001009
E08000001,E02001010
E08000001,E02001011
E08000001,E02001012
E08000001,E02001013
E08000001,E02001014
E08000001,E02001015
E08000001,E02001016
E08000001,E02001017
E08000001,E02001018
E08000002,E02001019
E08000002,E02001020
E08000002,E02001021
E08000002,E02001022
E08000002,E02001023
E08000002,E02001024
E08000002,E02001025
E08000002,E02001026
E08000002,E02001027
E08000002,E02001028
E08000002,E02001029
E08000002,E02001030
E08000002,E02001031
E08000002,E02001032
E08000002,E02001033
E08000002,E02001034
E08000002,E02001035
E08000002,E02001036
E08000002,E02001037
E08000002,E02001038
E08000002,E02001039
E08000002,E02001040
E08000002,E02001041
E08000002,E02001042
E08000002,E02001043
E08000002,E02001044
E08000003,E02001045
E08000003,E02001046
E08000003,E02001047
E08000003,E02001048
E08000003,E02001049
E08000003,E02001050
E08000003,E02001051
E08000003,E02001052
E08000003,E02001053
E08000003,E02001055
E08000003,E02001056
E08000003,E02001057
E08000003,E02001059
E08000003,E02001061
E08000003,E02001062
E08000003,E02001063
E08000003,E02001064
E08000003,E02001065
E08000003,E02001066
E08000003,E02001067
E08000003,E02001068
E08000003,E02001069
E08000003,E02001070
E08000003,E02001071
E08000003,E02001072
E08000003,E02001073
E08000003,E02001074
E08000003,E02001075
E08000003,E02001076
E08000003,E02001077
E08000003,E02001078
E08000003,E02001079
E08000003,E02001080
E08000003,E02001081
E08000003,E02001082
E08000003,E02001083
E08000003,E02001084
E08000003,E02001085
E08000003,E02001086
E08000003,E02001087
E08000003,E02001088
E08000003,E02001089
E08000003,E02001090
E08000003,E02001091
E08000003,E02001092
E08000003,E02001093
E08000003,E02001094
E08000003,E02001095
E08000003,E02001096
E08000003,E02001097
E08000003,E02006902
E08000003,E02006912
E08000003,E02006913
E08000003,E02006914
E08000003,E02006915
E08000003,E02006916
E08000003,E02006917
E08000004,E02001098
E08000004,E02001099
E08000004,E02001100
E08000004,E02001101
E08000004,E02001102
E08000004,E02001103
E08000004,E02001104
E08000004,E02001105
E08000004,E02001106
E08000004,E02001107
E08000004,E02001108
E08000004,E02001109
E08000004,E02001110
E08000004,E02001111
E08000004,E02001112
E08000004,E02001113
E08000004,E02001114
E08000004,E02001115
E08000004,E02001116
E08000004,E02001117
E08000004,E02001118
E08000004,E02001119
E08000004,E02001121
E08000004,E02001123
E08000004,E02001124
E08000004,E02001125
E08000004,E02001126
E08000004,E02001127
E08000004,E02001128
E08000004,E02001129
E08000004,E02001130
E08000004,E02001131
E08000004,E02006860
E08000005,E02001132
E08000005,E02001133
E08000005,E02001134
E08000005,E02001135
E08000005,E02001136
E08000005,E02001137
E08000005,E02001138
E08000005,E02001139
E08000005,E02001140
E08000005,E02001141
E08000005,E02001142
E08000005,E02001143
E08000005,E02001144
E08000005,E02001145
E08000005,E02001146
E08000005,E02001147
E08000005,E02001148
E08000005,E02001149
E08000005,E02001150
E08000005,E02001151
E08000005,E02001152
E08000005,E02001153
E08000005,E02001154
E08000005,E02001155
E08000005,E02001156
E08000006,E02001157
E08000006,E02001158
E08000006,E02001159
E08000006,E02001160
E08000006,E02001161
E08000006,E02001162
E08000006,E02001163
E08000006,E02001164
E08000006,E02001165
E08000006,E02001166
E08000006,E02001167
E08000006,E02001168
E08000006,E02001169
E08000006,E02001170
E08000006,E02001171
E08000006,E02001172
E08000006,E02001173
E08000006,E02001174
E08000006,E02001175
E08000006,E02001176
E08000006,E02001177
E08000006,E02001178
E08000006,E02001179
E08000006,E02001180
E08000006,E02001181
E08000006,E02001182
E08000006,E02001183
E08000006,E02001184
E08000006,E02001185
E08000006,E02001186
E08000007,E02001187
E08000007,E02001188
E08000007,E02001189
E08000007,E02001190
E08000007,E02001191
E08000007,E02001192
E08000007,E02001193
E08000007,E02001194
E08000007,E02001195
E08000007,E02001196
E08000007,E02001197
E08000007,E02001198
E08000007,E02001199
E08000007,E02001200
E08000007,E02001201
E08000007,E02001202
E08000007,E02001203
E08000007,E02001204
E08000007,E02001205
E08000007,E02001206
E08000007,E02001207
E08000007,E02001208
E08000007,E02001209
E08000007,E02001210
E08000007,E02001211
E08000007,E02001212
E08000007,E02001213
E08000007,E02001214
E08000007,E02001215
E08000007,E02001216
E08000007,E02001217
E08000007,E02001218
E08000007,E02001219
E08000007,E02001220
E08000007,E02001221
E08000007,E02001222
E08000007,E02001223
E08000007,E02001224
E08000007,E02001225
E08000007,E02001226
E08000007,E02001227
E08000007,E02001228
E08000008,E02001229
E08000008,E02001230
E08000008,E02001231
E08000008,E02001232
E08000008,E02001233
E08000008,E02001234
E08000008,E02001235
E08000008,E02001236
E08000008,E02001237
E08000008,E02001238
E08000008,E02001239
E08000008,E02001240
E08000008,E02001241
E08000008,E02001242
E08000008,E02001243
E08000008,E02001244
E08000008,E02001245
E08000008,E02001246
E08000008,E02001247
E08000008,E02001248
E08000008,E02001249
E08000008,E02001250
E08000008,E02001251
E08000008,E02001252
E08000008,E02001253
E08000008,E02001254
E08000008,E02001255
E08000008,E02001256
E08000008,E02001257
E08000008,E02001258
E08000009,E02001259
E08000009,E02001260
E08000009,E02001261
E08000009,E02001262
E08000009,E02001263
E08000009,E02001264
E08000009,E02001265
E08000009,E02001266
E08000009,E02001267
E08000009,E02001268
E08000009,E02001269
E08000009,E02001270
E08000009,E02001271
E08000009,E02001272
E08000009,E02001273
E08000009,E02001274
E08000009,E02001275
E08000009,E02001276
E08000009,E02001277
E08000009,E02001278
E08000009,E02001279
E08000009,E02001280
E08000009,E02001281
E08000009,E02001282
E08000009,E02001283
E08000009,E02001284
E08000009,E02001285
E08000009,E02001286
E08000010,E02001287
E08000010,E02001288
E08000010,E02001289
E08000010,E02001290
E08000010,E02001291
E08000010,E02001292
E08000010,E02001293
E08000010,E02001294
E08000010,E02001295
E08000010,E02001296
E08000010,E02001297
E08000010,E02001298
E08000010,E02001299
E08000010,E02001300
E08000010,E02001301
E08000010,E02001302
E08000010,E02001303
E08000010,E02001304
E08000010,E02001305
E08000010,E02001306
E08000010,E02001307
E08000010,E02001308
E08000010,E02001309
E08000010,E02001310
E08000010,E02001311
E08000010,E02001312
E08000010,E02001313
E08000010,E02001314
E08000010,E02001315
E08000010,E02001316
E08000010,E02001317
E08000010,E02001318
E08000010,E02001319
E08000010,E02001320
E08000010,E02001321
E08000010,E02001322
E08000010,E02001323
E08000010,E02001324
E08000010,E02001325
E08000010,E02001326
E08000011,E02001327
E08000011,E02001328
E08000011,E02001329
E08000011,E02001330
E08000011,E02001331
E08000011,E02001332
E08000011,E02001333
E08000011,E02001334
E08000011,E02001335
E08000011,E02001336
E08000011,E02001337
E08000011,E02001338
E08000011,E02001339
E08000011,E02001340
E08000011,E02001341
E08000011,E02001342
E08000011,E02001343
E08000011,E02001344
E08000011,E02001345
E08000011,E02001346
E08000012,E02001347
E08000012,E02001348
E08000012,E02001349
E08000012,E02001350
E08000012,E02001351
E08000012,E02001352
E08000012,E02001353
E08000012,E02001354
E08000012,E02001355
E08000012,E02001356
E08000012,E02001357
E08000012,E02001358
E08000012,E02001359
E08000012,E02001360
E08000012,E02001361
E08000012,E02001362
E08000012,E02001363
E08000012,E02001364
E08000012,E02001365
E08000012,E02001366
E08000012,E02001367
E08000012,E02001368
E08000012,E02001369
E08000012,E02001370
E08000012,E02001371
E08000012,E02001372
E08000012,E02001373
E08000012,E02001374
E08000012,E02001375
E08000012,E02001376
E08000012,E02001377
E08000012,E02001378
E08000012,E02001380
E08000012,E02001381
E08000012,E02001382
E08000012,E02001383
E08000012,E02001384
E08000012,E02001385
E08000012,E02001386
E08000012,E02001387
E08000012,E02001388
E08000012,E02001389
E08000012,E02001390
E08000012,E02001391
E08000012,E02001392
E08000012,E02001393
E08000012,E02001394
E08000012,E02001395
E08000012,E02001396
E08000012,E02001397
E08000012,E02001398
E08000012,E02001399
E08000012,E02001400
E08000012,E02001401
E08000012,E02001402
E08000012,E02001403
E08000012,E02001404
E08000012,E02001405
E08000012,E02006932
E08000012,E02006933
E08000012,E02006934
E08000013,E02001406
E08000013,E02001407
E08000013,E02001408
E08000013,E02001409
E08000013,E02001410
E08000013,E02001411
E08000013,E02001412
E08000013,E02001413
E08000013,E02001414
E08000013,E02001415
E08000013,E02001416
E08000013,E02001417
E08000013,E02001418
E08000013,E02001419
E08000013,E02001420
E08000013,E02001421
E08000013,E02001422
E08000013,E02001423
E08000013,E02001424
E08000013,E02001425
E08000013,E02001426
E08000013,E02001427
E08000013,E02001428
E08000014,E02001429
E08000014,E02001430
E08000014,E02001431
E08000014,E02001432
E08000014,E02001433
E08000014,E02001434
E08000014,E02001435
E08000014,E02001436
E08000014,E02001437
E08000014,E02001438
E08000014,E02001439
E08000014,E02001440
E08000014,E02001441
E08000014,E02001442
E08000014,E02001443
E08000014,E02001444
E08000014,E02001445
E08000014,E02001446
E08000014,E02001447
E08000014,E02001448
E08000014,E02001449
E08000014,E02001450
E08000014,E02001451
E08000014,E02001452
E08000014,E02001453
E08000014,E02001454
E08000014,E02001455
E08000014,E02001456
E08000014,E02001457
E08000014,E02001458
E08000014,E02001459
E08000014,E02001460
E08000014,E02001461
E08000014,E02001462
E08000014,E02001463
E08000014,E02001464
E08000014,E02001465
E08000014,E02001466
E08000015,E02001467
E08000015,E02001468
E08000015,E02001469
E08000015,E02001470
E08000015,E02001471
E08000015,E02001472
E08000015,E02001473
E08000015,E02001474
E08000015,E02001475
E08000015,E02001476
E08000015,E02001477
E08000015,E02001478
E08000015,E02001479
E08000015,E02001480
E08000015,E02001481
E08000015,E02001482
E08000015,E02001483
E08000015,E02001484
E08000015,E02001485
E08000015,E02001486
E08000015,E02001487
E08000015,E02001488
E08000015,E02001489
E08000015,E02001490
E08000015,E02001491
E08000015,E02001492
E08000015,E02001493
E08000015,E02001494
E08000015,E02001495
E08000015,E02001496
E08000015,E02001497
E08000015,E02001498
E08000015,E02001499
E08000015,E02001500
E08000015,E02001501
E08000015,E02001502
E08000015,E02001503
E08000015,E02001504
E08000015,E02001505
E08000015,E02001506
E08000015,E02001507
E08000015,E02001508
E06000010,E02002652
E06000010,E02002653
E06000010,E02002654
E06000010,E02002655
E06000010,E02002656
E06000010,E02002657
E06000010,E02002658
E06000010,E02002659
E06000010,E02002660
E06000010,E02002661
E06000010,E02002662
E06000010,E02002663
E06000010,E02002664
E06000010,E02002665
E06000010,E02002666
E06000010,E02002667
E06000010,E02002668
E06000010,E02002669
E06000010,E02002670
E06000010,E02002671
E06000010,E02002672
E06000010,E02002673
E06000010,E02002674
E06000010,E02002675
E06000010,E02002676
E06000010,E02002677
E06000010,E02002678
E06000010,E02002679
E06000010,E02002680
E06000010,E02002681
E06000010,E02002682
E06000010,E02006813
E06000011,E02002684
E06000011,E02002685
E06000011,E02002686
E06000011,E02002687
E06000011,E02002688
E06000011,E02002689
E06000011,E02002691
E06000011,E02002692
E06000011,E02002693
E06000011,E02002694
E06000011,E02002695
E06000011,E02002696
E06000011,E02002697
E06000011,E02002698
E06000011,E02002699
E06000011,E02002700
E06000011,E02002701
E06000011,E02002702
E06000011,E02002703
E06000011,E02002704
E06000011,E02002705
E06000011,E02002706
E06000011,E02002707
E06000011,E02002708
E06000011,E02002709
E06000011,E02002710
E06000011,E02002711
E06000011,E02002712
E06000011,E02002714
E06000011,E02002715
E06000011,E02002716
E06000011,E02002717
E06000011,E02002718
E06000011,E02002719
E06000011,E02002720
E06000011,E02002721
E06000011,E02002722
E06000011,E02002723
E06000011,E02002724
E06000011,E02002725
E06000011,E02006814
E06000011,E02006891
E06000011,E02006892
E06000012,E02002726
E06000012,E02002727
E06000012,E02002728
E06000012,E02002729
E06000012,E02002730
E06000012,E02002731
E06000012,E02002732
E06000012,E02002733
E06000012,E02002734
E06000012,E02002735
E06000012,E02002736
E06000012,E02002737
E06000012,E02002738
E06000012,E02002739
E06000012,E02002740
E06000012,E02002741
E06000012,E02002742
E06000012,E02002743
E06000012,E02002744
E06000012,E02002745
E06000012,E02002746
E06000012,E02002747
E06000012,E02002748
E06000013,E02002749
E06000013,E02002750
E06000013,E02002751
E06000013,E02002752
E06000013,E02002753
E06000013,E02002754
E06000013,E02002755
E06000013,E02002756
E06000013,E02002757
E06000013,E02002758
E06000013,E02002759
E06000013,E02002760
E06000013,E02002761
E06000013,E02002762
E06000013,E02002763
E06000013,E02002764
E06000013,E02002765
E06000013,E02002766
E06000013,E02002767
E06000013,E02002768
E06000013,E02002769
E06000013,E02002770
E06000013,E02002771
E06000014,E02002772
E06000014,E02002773
E06000014,E02002774
E06000014,E02002775
E06000014,E02002776
E06000014,E02002777
E06000014,E02002778
E06000014,E02002779
E06000014,E02002780
E06000014,E02002781
E06000014,E02002782
E06000014,E02002783
