la_code,msoa_code
E06000014,E02002784
E06000014,E02002785
E06000014,E02002786
E06000014,E02002787
E06000014,E02002788
E06000014,E02002789
E06000014,E02002790
E06000014,E02002791
E06000014,E02002792
E06000014,E02002793
E06000014,E02002794
E06000014,E02002795
E07000163,E02005742
E07000163,E02005743
E07000163,E02005744
E07000163,E02005745
E07000163,E02005746
E07000163,E02005747
E07000163,E02005748
E07000163,E02005749
E07000164,E02005750
E07000164,E02005751
E07000164,E02005752
E07000164,E02005753
E07000164,E02005754
E07000164,E02005755
E07000164,E02005756
E07000164,E02005757
E07000164,E02005758
E07000164,E02005759
E07000164,E02005760
E07000165,E02005761
E07000165,E02005762
E07000165,E02005763
E07000165,E02005764
E07000165,E02005765
E07000165,E02005766
E07000165,E02005767
E07000165,E02005768
E07000165,E02005769
E07000165,E02005770
E07000165,E02005771
E07000165,E02005772
E07000165,E02005773
E07000165,E02005774
E07000165,E02005775
E07000165,E02005776
E07000165,E02005777
E07000165,E02005778
E07000165,E02005779
E07000165,E02005780
E07000165,E02005781
E07000166,E02005782
E07000166,E02005783
E07000166,E02005784
E07000166,E02005785
E07000166,E02005786
E07000166,E02005787
E07000167,E02005788
E07000167,E02005789
E07000167,E02005790
E07000167,E02005791
E07000167,E02005794
E07000167,E02006870
E07000168,E02005795
E07000168,E02005796
E07000168,E02005797
E07000168,E02005798
E07000168,E02005799
E07000168,E02005800
E07000168,E02005801
E07000168,E02005802
E07000168,E02005803
E07000168,E02005804
E07000168,E02005805
E07000168,E02005806
E07000168,E02005807
E07000168,E02005808
E07000169,E02005809
E07000169,E02005810
E07000169,E02005811
E07000169,E02005812
E07000169,E02005813
E07000169,E02005814
E07000169,E02005815
E07000169,E02005816
E07000169,E02005817
E07000169,E02005818
E08000016,E02001509
E08000016,E02001510
E08000016,E02001511
E08000016,E02001512
E08000016,E02001513
E08000016,E02001514
E08000016,E02001515
E08000016,E02001516
E08000016,E02001517
E08000016,E02001518
E08000016,E02001519
E08000016,E02001520
E08000016,E02001521
E08000016,E02001522
E08000016,E02001523
E08000016,E02001524
E08000016,E02001525
E08000016,E02001526
E08000016,E02001527
E08000016,E02001528
E08000016,E02001529
E08000016,E02001530
E08000016,E02001531
E08000016,E02001532
E08000016,E02001533
E08000016,E02001534
E08000016,E02001535
E08000016,E02001536
E08000016,E02001537
E08000016,E02001538
E08000017,E02001539
E08000017,E02001540
E08000017,E02001541
E08000017,E02001542
E08000017,E02001543
E08000017,E02001544
E08000017,E02001545
E08000017,E02001546
E08000017,E02001547
E08000017,E02001548
E08000017,E02001549
E08000017,E02001550
E08000017,E02001551
E08000017,E02001552
E08000017,E02001553
E08000017,E02001554
E08000017,E02001555
E08000017,E02001556
E08000017,E02001557
E08000017,E02001558
E08000017,E02001559
E08000017,E02001560
E08000017,E02001561
E08000017,E02001562
E08000017,E02001563
E08000017,E02001564
E08000017,E02001565
E08000017,E02001566
E08000017,E02001567
E08000017,E02001568
E08000017,E02001569
E08000017,E02001570
E08000017,E02001571
E08000017,E02001572
E08000017,E02001573
E08000017,E02001574
E08000017,E02001575
E08000017,E02001576
E08000017,E02001577
E08000018,E02001578
E08000018,E02001579
E08000018,E02001580
E08000018,E02001581
E08000018,E02001582
E08000018,E02001583
E08000018,E02001584
E08000018,E02001585
E08000018,E02001586
E08000018,E02001587
E08000018,E02001588
E08000018,E02001589
E08000018,E02001590
E08000018,E02001591
E08000018,E02001592
E08000018,E02001593
E08000018,E02001594
E08000018,E02001595
E08000018,E02001596
E08000018,E02001597
E08000018,E02001598
E08000018,E02001599
E08000018,E02001600
E08000018,E02001601
E08000018,E02001602
E08000018,E02001603
E08000018,E02001604
E08000018,E02001605
E08000018,E02001606
E08000018,E02001607
E08000018,E02001608
E08000018,E02001609
E08000018,E02001610
E08000019,E02001611
E08000019,E02001612
E08000019,E02001613
E08000019,E02001614
E08000019,E02001615
E08000019,E02001616
E08000019,E02001617
E08000019,E02001618
E08000019,E02001619
E08000019,E02001620
E08000019,E02001621
E08000019,E02001622
E08000019,E02001623
E08000019,E02001624
E08000019,E02001625
E08000019,E02001626
E08000019,E02001627
E08000019,E02001628
E08000019,E02001629
E08000019,E02001630
E08000019,E02001631
E08000019,E02001632
E08000019,E02001633
E08000019,E02001634
E08000019,E02001635
E08000019,E02001636
E08000019,E02001637
E08000019,E02001638
E08000019,E02001639
E08000019,E02001640
E08000019,E02001642
E08000019,E02001643
E08000019,E02001646
E08000019,E02001647
E08000019,E02001648
E08000019,E02001649
E08000019,E02001650
E08000019,E02001651
E08000019,E02001652
E08000019,E02001653
E08000019,E02001654
E08000019,E02001655
E08000019,E02001656
E08000019,E02001657
E08000019,E02001658
E08000019,E02001659
E08000019,E02001660
E08000019,E02001661
E08000019,E02001662
E08000019,E02001663
E08000019,E02001664
E08000019,E02001665
E08000019,E02001666
E08000019,E02001669
E08000019,E02001670
E08000019,E02001671
E08000019,E02001672
E08000019,E02001673
E08000019,E02001674
E08000019,E02001675
E08000019,E02001676
E08000019,E02001678
E08000019,E02001679
E08000019,E02001680
E08000019,E02001681
E08000019,E02006803
E08000019,E02006843
E08000019,E02006844
E08000019,E02006868
E08000019,E02006869
E08000032,E02002183
E08000032,E02002184
E08000032,E02002185
E08000032,E02002186
E08000032,E02002187
E08000032,E02002188
E08000032,E02002189
E08000032,E02002190
E08000032,E02002191
E08000032,E02002192
E08000032,E02002193
E08000032,E02002194
E08000032,E02002195
E08000032,E02002196
E08000032,E02002197
E08000032,E02002198
E08000032,E02002199
E08000032,E02002200
E08000032,E02002201
E08000032,E02002202
E08000032,E02002203
E08000032,E02002204
E08000032,E02002205
E08000032,E02002206
E08000032,E02002207
E08000032,E02002208
E08000032,E02002209
E08000032,E02002210
E08000032,E02002211
E08000032,E02002212
E08000032,E02002213
E08000032,E02002214
E08000032,E02002215
E08000032,E02002216
E08000032,E02002217
E08000032,E02002218
E08000032,E02002219
E08000032,E02002220
E08000032,E02002221
E08000032,E02002222
E08000032,E02002223
E08000032,E02002224
E08000032,E02002225
E08000032,E02002226
E08000032,E02002227
E08000032,E02002228
E08000032,E02002229
E08000032,E02002230
E08000032,E02002231
E08000032,E02002232
E08000032,E02002233
E08000032,E02002234
E08000032,E02002235
E08000032,E02002236
E08000032,E02002237
E08000032,E02002238
E08000032,E02002239
E08000032,E02002240
E08000032,E02002241
E08000032,E02002242
E08000032,E02002243
E08000033,E02002244
E08000033,E02002245
E08000033,E02002246
E08000033,E02002247
E08000033,E02002248
E08000033,E02002249
E08000033,E02002250
E08000033,E02002251
E08000033,E02002252
E08000033,E02002253
E08000033,E02002254
E08000033,E02002255
E08000033,E02002256
E08000033,E02002257
E08000033,E02002258
E08000033,E02002259
E08000033,E02002260
E08000033,E02002261
E08000033,E02002262
E08000033,E02002263
E08000033,E02002264
E08000033,E02002265
E08000033,E02002266
E08000033,E02002267
E08000033,E02002268
E08000033,E02002269
E08000033,E02002270
E08000034,E02002271
E08000034,E02002272
E08000034,E02002273
E08000034,E02002274
E08000034,E02002275
E08000034,E02002276
E08000034,E02002277
E08000034,E02002278
E08000034,E02002279
E08000034,E02002280
E08000034,E02002281
E08000034,E02002282
E08000034,E02002283
E08000034,E02002284
E08000034,E02002285
E08000034,E02002286
E08000034,E02002287
E08000034,E02002288
E08000034,E02002289
E08000034,E02002290
E08000034,E02002291
E08000034,E02002292
E08000034,E02002293
E08000034,E02002294
E08000034,E02002295
E08000034,E02002296
E08000034,E02002297
E08000034,E02002298
E08000034,E02002299
E08000034,E02002300
E08000034,E02002301
E08000034,E02002302
E08000034,E02002303
E08000034,E02002304
E08000034,E02002305
E08000034,E02002306
E08000034,E02002307
E08000034,E02002308
E08000034,E02002309
E08000034,E02002310
E08000034,E02002311
E08000034,E02002312
E08000034,E02002313
E08000034,E02002314
E08000034,E02002315
E08000034,E02002316
E08000034,E02002317
E08000034,E02002318
E08000034,E02002319
E08000034,E02002320
E08000034,E02002321
E08000034,E02002322
E08000034,E02002323
E08000034,E02002324
E08000034,E02002325
E08000034,E02002326
E08000034,E02002327
E08000034,E02002328
E08000034,E02002329
E08000035,E02002330
E08000035,E02002331
E08000035,E02002332
E08000035,E02002333
E08000035,E02002334
E08000035,E02002335
E08000035,E02002336
E08000035,E02002337
E08000035,E02002338
E08000035,E02002339
E08000035,E02002340
E08000035,E02002341
E08000035,E02002342
E08000035,E02002343
E08000035,E02002344
E08000035,E02002345
E08000035,E02002346
E08000035,E02002347
E08000035,E02002348
E08000035,E02002349
E08000035,E02002350
E08000035,E02002351
E08000035,E02002352
E08000035,E02002353
E08000035,E02002354
E08000035,E02002356
E08000035,E02002357
E08000035,E02002358
E08000035,E02002359
E08000035,E02002360
E08000035,E02002361
E08000035,E02002362
E08000035,E02002363
E08000035,E02002364
E08000035,E02002366
E08000035,E02002367
E08000035,E02002368
E08000035,E02002369
E08000035,E02002370
E08000035,E02002371
E08000035,E02002373
E08000035,E02002374
E08000035,E02002375
E08000035,E02002376
E08000035,E02002377
E08000035,E02002379
E08000035,E02002380
E08000035,E02002381
E08000035,E02002382
E08000035,E02002383
E08000035,E02002384
E08000035,E02002385
E08000035,E02002386
E08000035,E02002387
E08000035,E02002388
E08000035,E02002389
E08000035,E02002390
E08000035,E02002391
E08000035,E02002392
E08000035,E02002393
E08000035,E02002394
E08000035,E02002395
E08000035,E02002396
E08000035,E02002397
E08000035,E02002398
E08000035,E02002399
E08000035,E02002400
E08000035,E02002401
E08000035,E02002402
E08000035,E02002403
E08000035,E02002404
E08000035,E02002405
E08000035,E02002406
E08000035,E02002407
E08000035,E02002408
E08000035,E02002409
E08000035,E02002410
E08000035,E02002411
E08000035,E02002412
E08000035,E02002414
E08000035,E02002415
E08000035,E02002416
E08000035,E02002417
E08000035,E02002418
E08000035,E02002419
E08000035,E02002420
E08000035,E02002421
E08000035,E02002422
E08000035,E02002423
E08000035,E02002424
E08000035,E02002425
E08000035,E02002426
E08000035,E02002427
E08000035,E02002428
E08000035,E02002429
E08000035,E02002430
E08000035,E02002431
E08000035,E02002432
E08000035,E02002433
E08000035,E02002434
E08000035,E02002435
E08000035,E02002436
E08000035,E02002437
E08000035,E02006852
E08000035,E02006861
E08000035,E02006875
E08000035,E02006876
E08000036,E02002438
E08000036,E02002439
E08000036,E02002440
E08000036,E02002441
E08000036,E02002442
E08000036,E02002443
E08000036,E02002444
E08000036,E02002445
E08000036,E02002446
E08000036,E02002447
E08000036,E02002448
E08000036,E02002449
E08000036,E02002450
E08000036,E02002451
E08000036,E02002452
E08000036,E02002453
E08000036,E02002454
E08000036,E02002455
E08000036,E02002456
E08000036,E02002457
E08000036,E02002458
E08000036,E02002459
E08000036,E02002460
E08000036,E02002461
E08000036,E02002462
E08000036,E02002463
E08000036,E02002464
E08000036,E02002465
E08000036,E02002466
E08000036,E02002467
E08000036,E02002468
E08000036,E02002469
E08000036,E02002470
E08000036,E02002471
E08000036,E02002472
E08000036,E02002473
E08000036,E02002474
E08000036,E02002475
E08000036,E02002476
E08000036,E02002477
E08000036,E02002478
E08000036,E02002479
E08000036,E02002480
E08000036,E02002481
E08000036,E02002482
E06000015,E02002796
E06000015,E02002797
E06000015,E02002798
E06000015,E02002799
E06000015,E02002800
E06000015,E02002801
E06000015,E02002802
E06000015,E02002803
E06000015,E02002804
E06000015,E02002805
E06000015,E02002806
E06000015,E02002807
E06000015,E02002808
E06000015,E02002809
E06000015,E02002810
E06000015,E02002811
E06000015,E02002812
E06000015,E02002813
E06000015,E02002814
E06000015,E02002815
E06000015,E02002816
E06000015,E02002817
E06000015,E02002818
E06000015,E02002819
E06000015,E02002820
E06000015,E02002821
E06000015,E02002822
E06000015,E02002823
E06000015,E02002824
E06000015,E02002825
E06000015,E02002826
E06000016,E02002827
E06000016,E02002828
E06000016,E02002829
E06000016,E02002830
E06000016,E02002831
E06000016,E02002832
E06000016,E02002833
E06000016,E02002834
E06000016,E02002835
E06000016,E02002836
E06000016,E02002837
E06000016,E02002838
E06000016,E02002839
E06000016,E02002842
E06000016,E02002843
E06000016,E02002844
E06000016,E02002845
E06000016,E02002846
E06000016,E02002847
E06000016,E02002848
E06000016,E02002849
E06000016,E02002851
E06000016,E02002852
E06000016,E02002853
E06000016,E02002854
E06000016,E02002855
E06000016,E02002856
E06000016,E02002857
E06000016,E02002858
E06000016,E02002860
E06000016,E02002861
E06000016,E02002862
E06000016,E02006815
E06000016,E02006817
E06000016,E02006819
E06000016,E02006850
E06000016,E02006851
E06000017,E02002863
E06000017,E02002864
E06000017,E02002865
E06000017,E02002866
E06000017,E02002867
E06000018,E02002868
E06000018,E02002869
E06000018,E02002871
E06000018,E02002872
E06000018,E02002873
E06000018,E02002874
E06000018,E02002875
E06000018,E02002876
E06000018,E02002877
E06000018,E02002878
E06000018,E02002879
E06000018,E02002880
E06000018,E02002881
E06000018,E02002882
E06000018,E02002883
E06000018,E02002884
E06000018,E02002885
E06000018,E02002886
E06000018,E02002887
E06000018,E02002888
E06000018,E02002889
E06000018,E02002890
E06000018,E02002891
E06000018,E02002892
E06000018,E02002893
E06000018,E02002894
E06000018,E02002895
E06000018,E02002896
E06000018,E02002897
E06000018,E02002898
E06000018,E02002899
E06000018,E02002901
E06000018,E02002902
E06000018,E02002903
E06000018,E02002904
E06000018,E02006834
E06000018,E02006904
E06000018,E02006905
E07000032,E02004029
E07000032,E02004030
E07000032,E02004031
E07000032,E02004032
E07000032,E02004033
E07000032,E02004034
E07000032,E02004035
E07000032,E02004036
E07000032,E02004037
E07000032,E02004038
E07000032,E02004039
E07000032,E02004040
E07000032,E02004041
E07000032,E02004043
E07000032,E02004044
E07000032,E02006827
E07000033,E02004045
E07000033,E02004046
E07000033,E02004047
E07000033,E02004048
E07000033,E02004049
E07000033,E02004050
E07000033,E02004051
E07000033,E02004052
E07000033,E02004053
E07000033,E02004054
E07000034,E02004055
E07000034,E02004056
E07000034,E02004057
E07000034,E02004058
E07000034,E02004059
E07000034,E02004060
E07000034,E02004061
E07000034,E02004062
E07000034,E02004063
E07000034,E02004064
E07000034,E02004065
E07000034,E02004066
E07000034,E02004067
E07000035,E02004068
E07000035,E02004069
E07000035,E02004070
E07000035,E02004071
E07000035,E02004072
E07000035,E02004073
E07000035,E02004074
E07000035,E02004075
E07000035,E02004076
E07000035,E02004077
E07000036,E02004078
E07000036,E02004080
E07000036,E02004081
E07000036,E02004082
E07000036,E02004083
E07000036,E02004084
E07000036,E02004085
E07000036,E02004086
E07000036,E02004087
E07000036,E02004088
E07000036,E02004089
E07000036,E02004090
E07000036,E02004091
E07000036,E02004092
E07000036,E02006828
E07000037,E02004093
E07000037,E02004094
E07000037,E02004095
E07000037,E02004096
E07000037,E02004097
E07000037,E02004098
E07000037,E02004100
E07000037,E02004102
E07000037,E02004103
E07000037,E02004104
E07000037,E02006872
E07000038,E02004105
E07000038,E02004106
E07000038,E02004108
E07000038,E02004109
E07000038,E02004110
E07000038,E02004111
E07000038,E02004112
E07000038,E02004113
E07000038,E02004114
E07000038,E02004115
E07000038,E02004116
E07000038,E02004117
E07000038,E02006804
E07000039,E02004118
E07000039,E02004119
E07000039,E02004120
E07000039,E02004121
E07000039,E02004122
E07000039,E02004123
E07000039,E02004124
E07000039,E02004125
E07000039,E02004126
E07000039,E02004128
E07000039,E02006919
E07000039,E02006920
E07000129,E02005334
E07000129,E02005335
E07000129,E02005336
E07000129,E02005337
E07000129,E02005338
E07000129,E02005339
E07000129,E02005340
E07000129,E02005341
E07000129,E02005342
E07000129,E02005343
E07000129,E02005344
E07000129,E02006820
E07000130,E02005345
E07000130,E02005346
E07000130,E02005347
E07000130,E02005348
E07000130,E02005349
E07000130,E02005350
E07000130,E02005351
E07000130,E02005352
E07000130,E02005353
E07000130,E02005354
E07000130,E02005355
E07000130,E02005356
E07000130,E02005357
E07000130,E02005358
E07000130,E02005359
E07000130,E02005360
E07000130,E02005361
E07000130,E02005362
E07000130,E02005363
E07000130,E02005364
E07000130,E02005365
E07000130,E02005366
E07000131,E02005368
E07000131,E02005369
E07000131,E02005370
E07000131,E02005371
E07000131,E02005372
E07000131,E02005373
E07000131,E02005374
E07000131,E02005375
E07000131,E02005376
E07000131,E02006816
E07000132,E02005377
E07000132,E02005378
E07000132,E02005379
E07000132,E02005380
E07000132,E02005381
E07000132,E02005382
E07000132,E02005383
E07000132,E02005384
E07000132,E02005385
E07000132,E02005386
E07000132,E02005387
E07000132,E02005388
E07000132,E02005389
E07000132,E02005390
E07000133,E02005391
E07000133,E02005392
E07000133,E02005393
E07000133,E02005394
E07000133,E02005395
E07000133,E02005396
E07000134,E02005397
E07000134,E02005398
E07000134,E02005399
E07000134,E02005400
E07000134,E02005401
E07000134,E02005402
E07000134,E02005403
E07000134,E02005404
E07000134,E02005405
E07000134,E02005406
E07000134,E02005407
E07000134,E02005408
E07000134,E02005409
E07000135,E02005412
E07000135,E02005414
E07000135,E02005415
E07000135,E02005416
E07000135,E02006818
E07000135,E02006911
E07000136,E02005417
E07000136,E02005418
E07000136,E02005419
E07000136,E02005420
E07000136,E02005422
E07000136,E02005423
E07000136,E02006864
E07000136,E02006865
E07000137,E02005424
E07000137,E02005425
E07000137,E02005426
E07000137,E02005427
E07000137,E02005428
E07000137,E02005429
E07000137,E02005430
E07000137,E02005431
E07000137,E02005432
E07000137,E02005433
E07000137,E02005434
E07000137,E02005435
E07000137,E02005436
E07000137,E02005437
E07000137,E02005438
E07000137,E02005439
E07000137,E02005440
E07000137,E02005441
E07000138,E02005442
E07000138,E02005443
E07000138,E02005444
E07000138,E02005445
E07000138,E02005446
E07000138,E02005447
E07000138,E02005448
E07000138,E02005449
E07000138,E02005450
E07000138,E02005451
E07000138,E02005452
E07000139,E02005453
E07000139,E02005455
E07000139,E02005456
E07000139,E02005457
E07000139,E02005458
E07000139,E02005459
E07000139,E02005460
E07000139,E02005461
E07000139,E02005462
E07000139,E02005463
E07000139,E02005464
E07000139,E02006866
E07000139,E02006867
E07000140,E02005465
E07000140,E02005466
E07000140,E02005467
E07000140,E02005468
E07000140,E02005469
E07000140,E02005470
E07000140,E02005471
E07000140,E02005472
E07000140,E02005473
E07000140,E02005474
E07000140,E02005475
E07000141,E02005476
E07000141,E02005477
E07000141,E02005478
E07000141,E02005479
E07000141,E02005480
E07000141,E02005481
E07000141,E02005482
E07000141,E02005483
E07000141,E02005484
E07000141,E02005485
E07000141,E02005486
E07000141,E02005487
E07000141,E02005488
E07000141,E02005489
E07000141,E02005490
E07000141,E02005491
E07000142,E02005492
E07000142,E02005493
E07000142,E02005494
E07000142,E02005495
E07000142,E02005496
E07000142,E02005497
E07000142,E02005498
E07000142,E02005499
E07000142,E02005500
E07000142,E02005501
E07000142,E02005502
E07000150,E02005612
E07000150,E02005613
E07000150,E02005614
E07000150,E02005615
E07000150,E02005616
E07000150,E02005617
E07000150,E02006862
E07000150,E02006863
E07000151,E02005619
E07000151,E02005620
E07000151,E02005621
E07000151,E02005622
E07000151,E02005623
E07000151,E02005624
E07000151,E02005625
E07000151,E02005626
E07000151,E02005627
E07000151,E02005628
E07000152,E02005629
E07000152,E02005630
E07000152,E02005631
E07000152,E02005632
E07000152,E02005633
E07000152,E02005634
E07000152,E02005635
E07000152,E02005636
E07000152,E02005637
E07000152,E02005638
E07000153,E02005639
E07000153,E02005640
E07000153,E02005641
E07000153,E02005642
E07000153,E02005643
E07000153,E02005644
E07000153,E02005645
E07000153,E02005646
E07000153,E02005647
E07000153,E02005648
E07000153,E02005649
E07000154,E02005650
E07000154,E02005651
E07000154,E02005652
E07000154,E02005653
E07000154,E02005654
E07000154,E02005655
E07000154,E02005656
E07000154,E02005657
E07000154,E02005658
E07000154,E02005659
E07000154,E02005660
E07000154,E02005661
E07000154,E02005662
E07000154,E02005663
E07000154,E02005664
E07000154,E02005665
E07000154,E02005666
E07000154,E02005667
E07000154,E02005668
E07000154,E02005669
E07000154,E02005670
E07000154,E02005671
E07000154,E02005672
E07000154,E02005673
E07000154,E02005674
E07000154,E02005675
E07000154,E02005676
E07000154,E02005677
E07000154,E02005678
E07000154,E02005679
E07000154,E02005680
E07000155,E02005681
E07000155,E02005682
E07000155,E02005683
E07000155,E02005684
E07000155,E02005685
E07000155,E02005686
E07000155,E02005687
E07000155,E02005688
E07000155,E02005689
E07000155,E02005690
E07000155,E02005691
E07000156,E02005692
E07000156,E02005693
E07000156,E02005694
E07000156,E02005695
E07000156,E02005696
E07000156,E02005697
E07000156,E02005698
E07000156,E02005699
E07000156,E02005700
E07000156,E02005701
E07000170,E02005819
E07000170,E02005820
E07000170,E02005821
E07000170,E02005822
E07000170,E02005823
E07000170,E02005824
E07000170,E02005825
E07000170,E02005826
E07000170,E02005827
E07000170,E02005828
E07000170,E02005829
E07000170,E02005830
E07000170,E02005831
E07000170,E02005832
E07000170,E02005833
E07000170,E02005834
E07000171,E02005835
E07000171,E02005836
E07000171,E02005837
E07000171,E02005838
E07000171,E02005839
E07000171,E02005840
E07000171,E02005842
E07000171,E02005843
E07000171,E02005844
E07000171,E02005846
E07000171,E02005847
E07000171,E02005848
E07000171,E02005849
E07000171,E02006903
E07000172,E02005850
E07000172,E02005851
E07000172,E02005852
E07000172,E02005853
E07000172,E02005856
E07000172,E02005857
E07000172,E02005858
E07000172,E02005859
E07000172,E02005860
E07000172,E02005861
E07000172,E02005862
E07000172,E02005863
E07000172,E02005864
E07000172,E02006906
E07000173,E02005865
E07000173,E02005866
E07000173,E02005868
E07000173,E02005869
E07000173,E02005870
E07000173,E02005871
E07000173,E02005872
E07000173,E02005873
E07000173,E02005874
E07000173,E02005875
E07000173,E02005876
E07000173,E02005877
E07000173,E02005878
E07000173,E02005879
E07000173,E02006835
E07000174,E02005880
E07000174,E02005881
E07000174,E02005882
E07000174,E02005883
E07000174,E02005884
E07000174,E02005885
E07000174,E02005886
E07000174,E02005887
E07000174,E02005888
E07000174,E02005889
E07000174,E02005890
E07000174,E02005891
E07000174,E02005892
E07000175,E02005893
E07000175,E02005894
E07000175,E02005895
E07000175,E02005896
E07000175,E02005897
E07000175,E02005898
E07000175,E02005899
E07000175,E02005900
E07000175,E02005901
E07000175,E02005902
E07000175,E02005903
E07000175,E02005904
E07000175,E02005905
E07000176,E02005906
E07000176,E02005907
E07000176,E02005908
E07000176,E02005909
E07000176,E02005910
E07000176,E02005911
E07000176,E02005912
E07000176,E02005913
E07000176,E02005914
E07000176,E02005915
E07000176,E02005916
E07000176,E02005917
E07000176,E02005918
E07000176,E02005919
E07000176,E02005920
E06000019,E02002905
E06000019,E02002906
E06000019,E02002907
E06000019,E02002908
E06000019,E02002909
E06000019,E02002910
E06000019,E02002911
E06000019,E02002912
E06000019,E02002913
E06000019,E02002914
E06000019,E02002915
E06000019,E02002916
E06000019,E02002917
E06000019,E02002918
E06000019,E02002919
E06000019,E02002920
E06000019,E02002921
E06000019,E02002922
E06000019,E02002923
E06000019,E02002924
E06000019,E02002925
E06000019,E02002926
E06000019,E02002927
E06000020,E02002928
E06000020,E02002929
E06000020,E02002930
E06000020,E02002931
E06000020,E02002932
E06000020,E02002933
E06000020,E02002934
E06000020,E02002935
E06000020,E02002936
E06000020,E02002937
E06000020,E02002938
E06000020,E02002939
E06000020,E02002940
E06000020,E02002941
E06000020,E02002942
E06000020,E02002943
E06000020,E02002944
E06000020,E02002945
E06000020,E02002946
E06000020,E02002947
E06000020,E02002948
E06000020,E02002949
E06000020,E02002950
E06000021,E02002951
E06000021,E02002952
E06000021,E02002953
E06000021,E02002954
E06000021,E02002955
E06000021,E02002956
E06000021,E02002957
E06000021,E02002958
E06000021,E02002959
E06000021,E02002960
E06000021,E02002961
E06000021,E02002962
E06000021,E02002963
E06000021,E02002964
E06000021,E02002965
E06000021,E02002966
E06000021,E02002967
E06000021,E02002968
E06000021,E02002969
E06000021,E02002970
E06000021,E02002971
E06000021,E02002972
E06000021,E02002973
E06000021,E02002974
E06000021,E02002975
E06000021,E02002976
E06000021,E02002977
E06000021,E02002978
E06000021,E02002979
E06000021,E02002980
E06000021,E02002981
E06000021,E02002982
E06000021,E02002983
E06000021,E02002984
E06000051,E02006008
E06000051,E02006009
E06000051,E02006010
E06000051,E02006011
E06000051,E02006012
E06000051,E02006013
E06000051,E02006014
E06000051,E02006015
E06000051,E02006016
E06000051,E02006017
E06000051,E02006018
E06000051,E02006019
E06000051,E02006020
E06000051,E02006021
E06000051,E02006022
E06000051,E02006023
E06000051,E02006024
E06000051,E02006025
E06000051,E02006026
E06000051,E02006027
E06000051,E02006028
E06000051,E02006029
E06000051,E02006030
E06000051,E02006031
E06000051,E02006032
E06000051,E02006033
E06000051,E02006034
E06000051,E02006035
E06000051,E02006036
E06000051,E02006037
E06000051,E02006038
E06000051,E02006039
E06000051,E02006040
E06000051,E02006041
E06000051,E02006042
E06000051,E02006043
E06000051,E02006044
E06000051,E02006045
E06000051,E02006046
E07000192,E02006118
E07000192,E02006119
E07000192,E02006120
E07000192,E02006121
E07000192,E02006122
E07000192,E02006123
E07000192,E02006124
E07000192,E02006125
E07000192,E02006126
E07000192,E02006127
E07000192,E02006128
E07000192,E02006129
E07000192,E02006130
E07000193,E02006131
E07000193,E02006132
E07000193,E02006133
E07000193,E02006134
E07000193,E02006135
E07000193,E02006136
E07000193,E02006137
E07000193,E02006138
E07000193,E02006139
E07000193,E02006140
E07000193,E02006141
E07000193,E02006142
E07000193,E02006143
E07000193,E02006144
E07000193,E02006145
E07000194,E02006146
E07000194,E02006147
E07000194,E02006148
E07000194,E02006149
E07000194,E02006150
E07000194,E02006151
E07000194,E02006152
E07000194,E02006153
E07000194,E02006154
E07000194,E02006155
E07000194,E02006156
E07000194,E02006157
E07000195,E02006158
E07000195,E02006159
E07000195,E02006160
E07000195,E02006161
E07000195,E02006162
E07000195,E02006163
E07000195,E02006164
E07000195,E02006165
E07000195,E02006166
E07000195,E02006167
E07000195,E02006168
E07000195,E02006169
E07000195,E02006170
E07000195,E02006171
E07000195,E02006172
E07000195,E02006173
E07000196,E02006174
E07000196,E02006175
E07000196,E02006176
E07000196,E02006177
E07000196,E02006178
E07000196,E02006179
E07000196,E02006180
E07000196,E02006181
E07000196,E02006182
E07000196,E02006183
E07000196,E02006184
E07000196,E02006185
E07000196,E02006186
E07000196,E02006187
E07000197,E02006188
E07000197,E02006189
E07000197,E02006190
E07000197,E02006191
E07000197,E02006192
E07000197,E02006193
E07000197,E02006194
E07000197,E02006195
E07000197,E02006196
E07000197,E02006197
E07000197,E02006198
E07000197,E02006199
E07000197,E02006200
E07000197,E02006201
E07000197,E02006202
E07000197,E02006203
E07000198,E02006204
E07000198,E02006205
E07000198,E02006206
E07000198,E02006207
E07000198,E02006208
E07000198,E02006209
E07000198,E02006210
E07000198,E02006211
E07000198,E02006212
E07000198,E02006213
E07000198,E02006214
E07000198,E02006215
E07000198,E02006216
E07000199,E02006217
E07000199,E02006218
E07000199,E02006219
E07000199,E02006220
E07000199,E02006221
E07000199,E02006222
E07000199,E02006223
E07000199,E02006224
E07000199,E02006225
E07000199,E02006226
E07000218,E02006468
E07000218,E02006469
E07000218,E02006470
E07000218,E02006471
E07000218,E02006472
E07000218,E02006473
E07000218,E02006474
E07000219,E02006475
E07000219,E02006476
E07000219,E02006477
E07000219,E02006478
E07000219,E02006479
E07000219,E02006480
E07000219,E02006481
E07000219,E02006482
E07000219,E02006483
E07000219,E02006484
E07000219,E02006485
E07000219,E02006486
E07000219,E02006487
E07000219,E02006488
E07000219,E02006489
E07000219,E02006490
E07000219,E02006806
E07000220,E02006492
E07000220,E02006493
E07000220,E02006494
E07000220,E02006495
E07000220,E02006496
E07000220,E02006497
E07000220,E02006498
E07000220,E02006499
E07000220,E02006500
E07000220,E02006501
E07000220,E02006502
E07000220,E02006503
E07000221,E02006504
E07000221,E02006505
E07000221,E02006506
